run_id,n_assets,instance,penalty_label,qaoa_seed,feasible_set_size,final_P_F,final_D_cond,initial_P_F,initial_D_cond,point_mass_D_cond
N12_i21_Amargin_s43,12,21,Amargin,43,66,0.01621892642288003,0.04157668092297076,0.1918729767203331,0.03763839112170776,0.9848484848484849
N12_i21_Amargin_s44,12,21,Amargin,44,66,0.3743232269771397,0.09682995731058405,0.12330906093120575,0.046590800211144145,0.9848484848484849
N12_i21_Amargin_s45,12,21,Amargin,45,66,0.08343124735256424,0.37205486698462387,0.15032226611219812,0.21458972092147596,0.9848484848484849
N12_i21_Amargin_s46,12,21,Amargin,46,66,0.3197108267340809,0.18532120984371955,0.07621075413771905,0.1714770104153126,0.9848484848484849
N12_i22_1.1xAcrit_s42,12,22,1.1xAcrit,42,66,0.14944949134951457,0.42511912852311917,0.20571471739094704,0.5818722779661775,0.9848484848484849
N12_i22_1.1xAcrit_s43,12,22,1.1xAcrit,43,66,0.3843904274981469,0.20531787501888155,0.014128624781733379,0.5868624611550928,0.9848484848484849
N12_i22_1.1xAcrit_s44,12,22,1.1xAcrit,44,66,0.3250807647491456,0.3656659433426501,0.11929626669734716,0.18830201528863066,0.9848484848484849
N12_i22_1.1xAcrit_s45,12,22,1.1xAcrit,45,66,0.298311953432858,0.2898619507925247,0.10786015859002873,0.5892909223318293,0.9848484848484849
N12_i22_1.1xAcrit_s46,12,22,1.1xAcrit,46,66,0.21041897792565578,0.46791325949690066,0.1074247916258173,0.5031525407411368,0.9848484848484849
N12_i22_10xAcrit_s42,12,22,10xAcrit,42,66,0.22120166110607897,0.3521366494648093,0.16011976505797065,0.3475325850710394,0.9848484848484849
N12_i22_10xAcrit_s43,12,22,10xAcrit,43,66,0.012048773336573504,0.045301807034313746,0.18004827736876905,0.04748698180078317,0.9848484848484849
N12_i22_10xAcrit_s44,12,22,10xAcrit,44,66,0.45274438662454486,0.06721157497199702,0.12248622917104512,0.056495699693084184,0.9848484848484849
N12_i22_10xAcrit_s45,12,22,10xAcrit,45,66,0.07317074463480822,0.5619690486486404,0.1387856075889431,0.19946057957412874,0.9848484848484849
N12_i22_10xAcrit_s46,12,22,10xAcrit,46,66,0.3848754658829421,0.18539725728029385,0.049946711864322424,0.23208862547475523,0.9848484848484849
N12_i22_2xAcrit_s42,12,22,2xAcrit,42,66,0.20757713273633271,0.20538625444366618,0.20916679112951897,0.4962029078987057,0.9848484848484849
N12_i22_2xAcrit_s43,12,22,2xAcrit,43,66,0.29019788456832885,0.502373753667145,0.03801089404441882,0.3880708070494012,0.9848484848484849
N12_i22_2xAcrit_s44,12,22,2xAcrit,44,66,0.37992334249429405,0.24544637615584547,0.12159889750182629,0.15240880804955453,0.9848484848484849
N12_i22_2xAcrit_s45,12,22,2xAcrit,45,66,0.34905876696575433,0.4130008145120089,0.11154432539115078,0.48679129044503366,0.9848484848484849
N12_i22_2xAcrit_s46,12,22,2xAcrit,46,66,0.32361881773556433,0.7505119065182388,0.1371254249534104,0.4090125347805072,0.9848484848484849
N12_i22_5xAcrit_s42,12,22,5xAcrit,42,66,0.534601807128638,0.036377355339453334,0.23771825913718203,0.3389867426765429,0.9848484848484849
N12_i22_5xAcrit_s43,12,22,5xAcrit,43,66,0.012859718364779837,0.09068916376728298,0.12258277623914182,0.13100962440035072,0.9848484848484849
N12_i22_5xAcrit_s44,12,22,5xAcrit,44,66,0.40751685365103185,0.13352982605265645,0.12312204123008996,0.09282850123194603,0.9848484848484849
N12_i22_5xAcrit_s45,12,22,5xAcrit,45,66,0.11645210504502757,0.3931527811371552,0.13470292021520436,0.26239217159430117,0.9848484848484849
N12_i22_5xAcrit_s46,12,22,5xAcrit,46,66,0.38669410592410713,0.4342756150437525,0.11124490230577067,0.27395615133508505,0.9848484848484849
N12_i22_Aheur_s42,12,22,Aheur,42,66,0.17864808742888272,0.011161802864596403,0.11364671459887177,0.006493921415354754,0.9848484848484849
N12_i22_Aheur_s43,12,22,Aheur,43,66,0.009912521534715779,0.0019200125919706032,0.2214873603079468,0.0005366200481552392,0.9848484848484849
N12_i22_Aheur_s44,12,22,Aheur,44,66,0.5027736793272197,0.0016039550229651357,0.11901222018059343,0.002797420745642606,0.9848484848484849
N12_i22_Aheur_s45,12,22,Aheur,45,66,0.13727179600391537,0.02487121036104806,0.06707124621607363,0.0016782121515890175,0.9848484848484849
N12_i22_Aheur_s46,12,22,Aheur,46,66,0.29965520091354847,0.0015656907562694644,0.011609485416556709,0.008839093169500099,0.9848484848484849
N12_i22_Amargin_s42,12,22,Amargin,42,66,0.38385697919875383,0.0923431159909897,0.21806502384970372,0.37013565783788804,0.9848484848484849
N12_i22_Amargin_s43,12,22,Amargin,43,66,0.30765985778998584,0.4179458821066572,0.10086746845627204,0.17228074524337292,0.9848484848484849
N12_i22_Amargin_s44,12,22,Amargin,44,66,0.40094066224992275,0.15592864204623397,0.12304265203420073,0.10577535725419097,0.9848484848484849
N12_i22_Amargin_s45,12,22,Amargin,45,66,0.10176996148038597,0.2773171416930446,0.12646079895785078,0.3054971219092938,0.9848484848484849
N12_i22_Amargin_s46,12,22,Amargin,46,66,0.38811282766982913,0.4741115695704301,0.1265503644826822,0.30241510748131634,0.9848484848484849
N12_i23_1.1xAcrit_s42,12,23,1.1xAcrit,42,66,0.10276833489479031,0.49158212720957817,0.21507705883084327,0.6952709734228611,0.9848484848484849
N12_i23_1.1xAcrit_s43,12,23,1.1xAcrit,43,66,0.16688490424348856,0.40094810188990704,0.01027775928741903,0.5000994887916789,0.9848484848484849
N12_i23_1.1xAcrit_s44,12,23,1.1xAcrit,44,66,0.24092938369722106,0.42560890064074575,0.11606970487628132,0.16614685400856996,0.9848484848484849
N12_i23_1.1xAcrit_s45,12,23,1.1xAcrit,45,66,0.28619485392118804,0.41567460150974844,0.09558445090135592,0.6132355312816891,0.9848484848484849
N12_i23_1.1xAcrit_s46,12,23,1.1xAcrit,46,66,0.12582437769742683,0.4825092808126463,0.09274794528027996,0.4342862955413121,0.9848484848484849
N12_i23_10xAcrit_s42,12,23,10xAcrit,42,66,0.2404619245644426,0.40363152630287497,0.23796251441672212,0.4275944619518485,0.9848484848484849
N12_i23_10xAcrit_s43,12,23,10xAcrit,43,66,0.013108174098306336,0.03807642425307049,0.16809983761049807,0.05158729575870012,0.9848484848484849
N12_i23_10xAcrit_s44,12,23,10xAcrit,44,66,0.4166923239827156,0.08730504367434536,0.12282205722294748,0.057561441924361995,0.9848484848484849
N12_i23_10xAcrit_s45,12,23,10xAcrit,45,66,0.09939672659686494,0.5050480609354542,0.14892401560791768,0.1810606302007734,0.9848484848484849
N12_i23_10xAcrit_s46,12,23,10xAcrit,46,66,0.3532869790215045,0.2602541532400792,0.07504932951997034,0.22789904903876654,0.9848484848484849
N12_i23_2xAcrit_s42,12,23,2xAcrit,42,66,0.20122533329413272,0.26700122605048127,0.20573287193224132,0.6518495421419355,0.9848484848484849
N12_i23_2xAcrit_s43,12,23,2xAcrit,43,66,0.3902253347914666,0.13839136806631222,0.02871392882661894,0.32579768228875805,0.9848484848484849
N12_i23_2xAcrit_s44,12,23,2xAcrit,44,66,0.3059256394772092,0.30770292868846993,0.1191894692601636,0.13973933081949474,0.9848484848484849
N12_i23_2xAcrit_s45,12,23,2xAcrit,45,66,0.2642670007189736,0.22617407779062473,0.10197278239866137,0.5329214523576064,0.9848484848484849
N12_i23_2xAcrit_s46,12,23,2xAcrit,46,66,0.24298831772466656,0.33765837590965303,0.12982454025768675,0.35470387399403175,0.9848484848484849
N12_i23_5xAcrit_s42,12,23,5xAcrit,42,66,0.3441881330218166,0.10399069438007089,0.18789906109668664,0.5059707933218903,0.9848484848484849
N12_i23_5xAcrit_s43,12,23,5xAcrit,43,66,0.3011347480060067,0.4335824477534839,0.10375717573333532,0.12792065698886299,0.9848484848484849
N12_i23_5xAcrit_s44,12,23,5xAcrit,44,66,0.38921006536111236,0.14787357701009565,0.12249871890526265,0.09084402060080253,0.9848484848484849
N12_i23_5xAcrit_s45,12,23,5xAcrit,45,66,0.5255121379159391,0.03832058476628521,0.12139685134752654,0.27422119027777625,0.9848484848484849
N12_i23_5xAcrit_s46,12,23,5xAcrit,46,66,0.35377516207518056,0.4649938906721317,0.13476709742099047,0.2592417681964234,0.9848484848484849
N12_i23_Aheur_s42,12,23,Aheur,42,66,0.18370790593326092,0.013921400524940872,0.11505106533877552,0.007182748083399461,0.9848484848484849
N12_i23_Aheur_s43,12,23,Aheur,43,66,0.009914613416185603,0.0019707926927597236,0.2215616460889578,0.0004736806789472532,0.9848484848484849
N12_i23_Aheur_s44,12,23,Aheur,44,66,0.5042121005244553,0.002166400861867205,0.11913311888929456,0.003188532880217744,0.9848484848484849
N12_i23_Aheur_s45,12,23,Aheur,45,66,0.13255233340896666,0.03322128664906822,0.06647959852125496,0.002810202415206414,0.9848484848484849
N12_i23_Aheur_s46,12,23,Aheur,46,66,0.31616438878700137,0.00373326371969395,0.011635221118922345,0.010693851856320949,0.9848484848484849
N12_i23_Amargin_s42,12,23,Amargin,42,66,0.34438227978534997,0.10435003366083068,0.18743929608899634,0.5080296684637656,0.9848484848484849
N12_i23_Amargin_s43,12,23,Amargin,43,66,0.30308192744269036,0.4289811591379438,0.10319092485588044,0.12874664660709242,0.9848484848484849
N12_i23_Amargin_s44,12,23,Amargin,44,66,0.38906773435883224,0.14840541741493163,0.12248852022457868,0.09113455665148361,0.9848484848484849
N12_i23_Amargin_s45,12,23,Amargin,45,66,0.5190584505908191,0.03682230558353265,0.12117496950668283,0.2756528590324031,0.9848484848484849
N12_i23_Amargin_s46,12,23,Amargin,46,66,0.35708844382315874,0.46450980394374447,0.13507403020048514,0.259638260577554,0.9848484848484849
N12_i24_1.1xAcrit_s42,12,24,1.1xAcrit,42,66,0.13546502721874276,0.3249431049614897,0.21170000648544374,0.6642110682458975,0.9848484848484849
N12_i24_1.1xAcrit_s43,12,24,1.1xAcrit,43,66,0.257418918190524,0.21191558669895966,0.022169586838572286,0.23190276919292313,0.9848484848484849
N12_i24_1.1xAcrit_s44,12,24,1.1xAcrit,44,66,0.3002853103898815,0.31398651684489515,0.11830668535549194,0.15108641249855573,0.9848484848484849
N12_i24_1.1xAcrit_s45,12,24,1.1xAcrit,45,66,0.26982727530412376,0.17878748649558582,0.09418999987428833,0.4488346006563282,0.9848484848484849
N12_i24_1.1xAcrit_s46,12,24,1.1xAcrit,46,66,0.25015872229687375,0.36321792744491926,0.1139922036381904,0.2800560988756346,0.9848484848484849
N12_i24_10xAcrit_s42,12,24,10xAcrit,42,66,0.19759918619820382,0.36715891891572916,0.12919339204381686,0.3293731383709526,0.9848484848484849
N12_i24_10xAcrit_s43,12,24,10xAcrit,43,66,0.013062158250249922,0.030342855276189327,0.19574891473166645,0.017172822662800336,0.9848484848484849
N12_i24_10xAcrit_s44,12,24,10xAcrit,44,66,0.46807208145037293,0.04607063003417244,0.12204826751258224,0.03977083737206967,0.9848484848484849
N12_i24_10xAcrit_s45,12,24,10xAcrit,45,66,0.06562759674852714,0.2356249791736191,0.12772827153094113,0.1411721574377827,0.9848484848484849
N12_i24_10xAcrit_s46,12,24,10xAcrit,46,66,0.39390797750093043,0.10197940730015785,0.03358605646644719,0.19643576023975493,0.9848484848484849
N12_i24_2xAcrit_s42,12,24,2xAcrit,42,66,0.24561793939210474,0.15904481031441478,0.18549105337905303,0.5820232384400845,0.9848484848484849
N12_i24_2xAcrit_s43,12,24,2xAcrit,43,66,0.2779290673752257,0.5617304558745893,0.06228229985572398,0.13629387567433898,0.9848484848484849
N12_i24_2xAcrit_s44,12,24,2xAcrit,44,66,0.38501879991963506,0.17987778208955166,0.12117556878365576,0.11752946556285612,0.9848484848484849
N12_i24_2xAcrit_s45,12,24,2xAcrit,45,66,0.3185878781368956,0.4011263381558435,0.1043541693361476,0.30563896278152736,0.9848484848484849
N12_i24_2xAcrit_s46,12,24,2xAcrit,46,66,0.2690233971516136,0.5682508445172224,0.14031797263305634,0.22678010825939185,0.9848484848484849
N12_i24_5xAcrit_s42,12,24,5xAcrit,42,66,0.24370194114635524,0.4417424988443308,0.24841976788957254,0.4953753936778376,0.9848484848484849
N12_i24_5xAcrit_s43,12,24,5xAcrit,43,66,0.01428289312752895,0.05173937917644623,0.15274872444570065,0.047321857128493204,0.9848484848484849
N12_i24_5xAcrit_s44,12,24,5xAcrit,44,66,0.4188996923621744,0.09338484308444589,0.122764783911407,0.06747621706345037,0.9848484848484849
N12_i24_5xAcrit_s45,12,24,5xAcrit,45,66,0.08018291746702744,0.4179070546284639,0.14523966261185706,0.15998141216470185,0.9848484848484849
N12_i24_5xAcrit_s46,12,24,5xAcrit,46,66,0.3288250855403021,0.2701034735657215,0.0888085417682305,0.1899337301851603,0.9848484848484849
N12_i24_Aheur_s42,12,24,Aheur,42,66,0.18240889417938888,0.010626278746306433,0.11420889350119978,0.008617399460708004,0.9848484848484849
N12_i24_Aheur_s43,12,24,Aheur,43,66,0.00991082622203976,0.0024599899367071998,0.22147011710330844,0.0005729065155378561,0.9848484848484849
N12_i24_Aheur_s44,12,24,Aheur,44,66,0.5033878153190017,0.001850934639515073,0.1190598935354501,0.0027415855917083762,0.9848484848484849
N12_i24_Aheur_s45,12,24,Aheur,45,66,0.1405196184059605,0.024259103933986025,0.06668025022372603,0.0022554903053557092,0.9848484848484849
N12_i24_Aheur_s46,12,24,Aheur,46,66,0.3067269274033606,0.002354126513505384,0.011610113200731575,0.010376271480537953,0.9848484848484849
N12_i24_Amargin_s42,12,24,Amargin,42,66,0.41335204895585775,0.04884245071841213,0.20737986670428654,0.5465213257103441,0.9848484848484849
N12_i24_Amargin_s43,12,24,Amargin,43,66,0.01556402220739983,0.06847437297717678,0.12832653836812824,0.06623613015034352,0.9848484848484849
N12_i24_Amargin_s44,12,24,Amargin,44,66,0.41359751974232495,0.11255224793310799,0.1226794165559113,0.0806079248335822,0.9848484848484849
N12_i24_Amargin_s45,12,24,Amargin,45,66,0.09810810864109953,0.538342942081514,0.1321849990345072,0.17595543655416246,0.9848484848484849
N12_i24_Amargin_s46,12,24,Amargin,46,66,0.3732764245942235,0.3203225865504446,0.11269265523878857,0.19362543284355874,0.9848484848484849
N12_i25_1.1xAcrit_s42,12,25,1.1xAcrit,42,66,0.10637919648070238,0.4730325839945528,0.17533562641438039,0.5184906096361246,0.9848484848484849
N12_i25_1.1xAcrit_s43,12,25,1.1xAcrit,43,66,0.20528875429590698,0.3019968358947312,0.019085066982370336,0.393773131078917,0.9848484848484849
N12_i25_1.1xAcrit_s44,12,25,1.1xAcrit,44,66,0.2937509757855423,0.384976851590658,0.12065028358483687,0.17547817145927,0.9848484848484849
N12_i25_1.1xAcrit_s45,12,25,1.1xAcrit,45,66,0.20244701468618587,0.3485471598035928,0.1013116579454092,0.5330226184461319,0.9848484848484849
N12_i25_1.1xAcrit_s46,12,25,1.1xAcrit,46,66,0.13560431989117205,0.5216484393297827,0.09885552966443356,0.4312633240648968,0.9848484848484849
N12_i25_10xAcrit_s42,12,25,10xAcrit,42,66,0.21406570469298458,0.38727044531718924,0.10963058563356753,0.25978743800826476,0.9848484848484849
N12_i25_10xAcrit_s43,12,25,10xAcrit,43,66,0.015263802139088511,0.022097369308872367,0.19946384499780834,0.031355904313583045,0.9848484848484849
N12_i25_10xAcrit_s44,12,25,10xAcrit,44,66,0.4718415425159037,0.05441551402175586,0.12221417017281055,0.04781805525049461,0.9848484848484849
N12_i25_10xAcrit_s45,12,25,10xAcrit,45,66,0.06539797980803996,0.2656983032717374,0.11853655209415592,0.19270377576013994,0.9848484848484849
N12_i25_10xAcrit_s46,12,25,10xAcrit,46,66,0.4284954264294356,0.1250954477042811,0.03722772824403364,0.261919659708286,0.9848484848484849
N12_i25_2xAcrit_s42,12,25,2xAcrit,42,66,0.2722264768090099,0.16517309578507722,0.17424438039142842,0.4906666383367025,0.9848484848484849
N12_i25_2xAcrit_s43,12,25,2xAcrit,43,66,0.218434533191612,0.4808463990615453,0.0583202819689177,0.24098517213780654,0.9848484848484849
N12_i25_2xAcrit_s44,12,25,2xAcrit,44,66,0.3518260066630319,0.25151206294297124,0.1227558987447992,0.13778310517354733,0.9848484848484849
N12_i25_2xAcrit_s45,12,25,2xAcrit,45,66,0.2597302187932655,0.21831426167265214,0.11648737233917927,0.43907101620861116,0.9848484848484849
N12_i25_2xAcrit_s46,12,25,2xAcrit,46,66,0.33021841945137,0.7038651394079204,0.13053939005476423,0.32628798729178654,0.9848484848484849
N12_i25_5xAcrit_s42,12,25,5xAcrit,42,66,0.19966994624451218,0.4226780802158614,0.22858591231124592,0.47093545907706374,0.9848484848484849
N12_i25_5xAcrit_s43,12,25,5xAcrit,43,66,0.013046077627222985,0.055240834057901964,0.15436432149726897,0.08731674274156505,0.9848484848484849
N12_i25_5xAcrit_s44,12,25,5xAcrit,44,66,0.3976771819870919,0.12389037876621958,0.12333562539424747,0.08048310496240128,0.9848484848484849
N12_i25_5xAcrit_s45,12,25,5xAcrit,45,66,0.07444597856556356,0.3339775334830428,0.146868475159863,0.2450730591133226,0.9848484848484849
N12_i25_5xAcrit_s46,12,25,5xAcrit,46,66,0.3393250844674185,0.3093610066084865,0.09014535215101205,0.24253468595100464,0.9848484848484849
N12_i25_Aheur_s42,12,25,Aheur,42,66,0.1753754795063287,0.010551879334002649,0.11307453131303191,0.006268795646288326,0.9848484848484849
N12_i25_Aheur_s43,12,25,Aheur,43,66,0.009924670055625029,0.0013610820689354767,0.22189092566259205,0.0003730238911135251,0.9848484848484849
N12_i25_Aheur_s44,12,25,Aheur,44,66,0.5019659954123199,0.0014210247119698857,0.11896494997199625,0.0023438688747045933,0.9848484848484849
N12_i25_Aheur_s45,12,25,Aheur,45,66,0.1362556628882885,0.02214785431289573,0.06830280157737434,0.0013538436583560671,0.9848484848484849
N12_i25_Aheur_s46,12,25,Aheur,46,66,0.2889016307890415,0.00044291837637592483,0.011572878313018009,0.009033721854484533,0.9848484848484849
N12_i25_Amargin_s42,12,25,Amargin,42,66,0.5091556143015623,0.029330672400427166,0.23914835655887146,0.4874618667318084,0.9848484848484849
N12_i25_Amargin_s43,12,25,Amargin,43,66,0.01410463554202579,0.0675115693604181,0.13442021049559116,0.11286615387607761,0.9848484848484849
N12_i25_Amargin_s44,12,25,Amargin,44,66,0.3823673847364262,0.1497810293294196,0.12347507267259061,0.09214094806845327,0.9848484848484849
N12_i25_Amargin_s45,12,25,Amargin,45,66,0.07331918665431658,0.28371419654984853,0.14263674919493496,0.2729559669049075,0.9848484848484849
N12_i25_Amargin_s46,12,25,Amargin,46,66,0.3817009045742452,0.3769472061074058,0.10789897968061268,0.24612600734802453,0.9848484848484849
N12_i26_1.1xAcrit_s42,12,26,1.1xAcrit,42,66,0.28041581006255,0.13884715822500393,0.17398370753289782,0.4475927984826254,0.9848484848484849
N12_i26_1.1xAcrit_s43,12,26,1.1xAcrit,43,66,0.31372487696353346,0.4811377114431892,0.09872947842814028,0.13879842000049988,0.9848484848484849
N12_i26_1.1xAcrit_s44,12,26,1.1xAcrit,44,66,0.33882862876635045,0.1762907914239748,0.1235324451699853,0.12125967589651374,0.9848484848484849
N12_i26_1.1xAcrit_s45,12,26,1.1xAcrit,45,66,0.5318718557246029,0.05339127713858863,0.12052317699999548,0.2669324334160672,0.9848484848484849
N12_i26_1.1xAcrit_s46,12,26,1.1xAcrit,46,66,0.2671938852072344,0.5870341920120317,0.1330999814090319,0.24157237139873958,0.9848484848484849
N12_i26_10xAcrit_s42,12,26,10xAcrit,42,66,0.16652404889464378,0.22262912380083996,0.11160264757927507,0.07602610711466179,0.9848484848484849
N12_i26_10xAcrit_s43,12,26,10xAcrit,43,66,0.01280425614095293,0.016869585936663933,0.21718386327847838,0.005863906854452939,0.9848484848484849
N12_i26_10xAcrit_s44,12,26,10xAcrit,44,66,0.510061729233712,0.01848266691880864,0.12115930067375302,0.027353891047292724,0.9848484848484849
N12_i26_10xAcrit_s45,12,26,10xAcrit,45,66,0.11388633167371154,0.10313235462113877,0.08376881969161332,0.09491354344912467,0.9848484848484849
N12_i26_10xAcrit_s46,12,26,10xAcrit,46,66,0.21360541752073914,0.16549188132811402,0.016031952618504874,0.137371237787056,0.9848484848484849
N12_i26_2xAcrit_s42,12,26,2xAcrit,42,66,0.20942754812858766,0.46111625121891403,0.24321484736537968,0.45375805891967647,0.9848484848484849
N12_i26_2xAcrit_s43,12,26,2xAcrit,43,66,0.015466590455616824,0.0846772007803833,0.14981157204601914,0.07622375997124697,0.9848484848484849
N12_i26_2xAcrit_s44,12,26,2xAcrit,44,66,0.3666387660196051,0.11962071225252428,0.12373432773165405,0.0892160724299766,0.9848484848484849
N12_i26_2xAcrit_s45,12,26,2xAcrit,45,66,0.06463343806626654,0.43232943802675583,0.14446297951508313,0.18929739930948183,0.9848484848484849
N12_i26_2xAcrit_s46,12,26,2xAcrit,46,66,0.3602516712853685,0.309582618404522,0.09688930097036064,0.19452194592225547,0.9848484848484849
N12_i26_5xAcrit_s42,12,26,5xAcrit,42,66,0.21279475112532964,0.3695531945147227,0.1209420902596321,0.281968273232026,0.9848484848484849
N12_i26_5xAcrit_s43,12,26,5xAcrit,43,66,0.015179732989054173,0.029834634101003996,0.20293159945867956,0.020634657877855317,0.9848484848484849
N12_i26_5xAcrit_s44,12,26,5xAcrit,44,66,0.4634414538741112,0.045034689005644626,0.12249112338759005,0.04806930391705878,0.9848484848484849
N12_i26_5xAcrit_s45,12,26,5xAcrit,45,66,0.06142534865648486,0.2106899184945477,0.12717048663762398,0.15464919152910614,0.9848484848484849
N12_i26_5xAcrit_s46,12,26,5xAcrit,46,66,0.3687481025699526,0.12725186485664125,0.0323638889240101,0.18497383996508002,0.9848484848484849
N12_i26_Aheur_s42,12,26,Aheur,42,66,0.16731738671660423,0.007217273258099602,0.11250348866451532,0.003775490962947877,0.9848484848484849
N12_i26_Aheur_s43,12,26,Aheur,43,66,0.009932054992532358,0.0011837044354367186,0.2219505540560931,0.00034574893141329707,0.9848484848484849
N12_i26_Aheur_s44,12,26,Aheur,44,66,0.5013419394381344,0.0007593242816123814,0.11891631409525871,0.0016274691311306743,0.9848484848484849
N12_i26_Aheur_s45,12,26,Aheur,45,66,0.13957925629802048,0.012281773239083502,0.06879418576136231,0.000753562981647196,0.9848484848484849
N12_i26_Aheur_s46,12,26,Aheur,46,66,0.28314318833872676,0.0004049978156556661,0.011536126665305346,0.005407679839024964,0.9848484848484849
N12_i26_Amargin_s42,12,26,Amargin,42,66,0.23584140420905442,0.42333224963549987,0.24265289310812932,0.4468843193773622,0.9848484848484849
N12_i26_Amargin_s43,12,26,Amargin,43,66,0.014053368082386442,0.07122732891277321,0.16328866314142942,0.0617451624122681,0.9848484848484849
N12_i26_Amargin_s44,12,26,Amargin,44,66,0.3814153589773923,0.10298520841310463,0.12361961218994111,0.08039293799806864,0.9848484848484849
N12_i26_Amargin_s45,12,26,Amargin,45,66,0.0682550418214305,0.41526334792629443,0.14973830347298644,0.18131306819282395,0.9848484848484849
N12_i26_Amargin_s46,12,26,Amargin,46,66,0.29574429627973586,0.2835648993420198,0.08270412590354681,0.18646527824471396,0.9848484848484849
N12_i27_1.1xAcrit_s42,12,27,1.1xAcrit,42,66,0.23083288891939446,0.2605213437562702,0.141134160063757,0.48817074532051996,0.9848484848484849
N12_i27_1.1xAcrit_s43,12,27,1.1xAcrit,43,66,0.1724876073858468,0.3925167978935318,0.054903381736949086,0.34050351760432185,0.9848484848484849
N12_i27_1.1xAcrit_s44,12,27,1.1xAcrit,44,66,0.3103798541123979,0.3541355702289101,0.12420528498478234,0.15352239630150005,0.9848484848484849
N12_i27_1.1xAcrit_s45,12,27,1.1xAcrit,45,66,0.12343064787273761,0.4872193179817725,0.13171887745556887,0.49115849813513635,0.9848484848484849
N12_i27_1.1xAcrit_s46,12,27,1.1xAcrit,46,66,0.410694326349585,0.7471035992371672,0.1301733748987317,0.4057075272383002,0.9848484848484849
N12_i27_10xAcrit_s42,12,27,10xAcrit,42,66,0.18016781233018264,0.32062716703414124,0.10283271502703428,0.08616516632277547,0.9848484848484849
N12_i27_10xAcrit_s43,12,27,10xAcrit,43,66,0.014177157572703436,0.009877279795436577,0.2141123190522194,0.021459914329611335,0.9848484848484849
N12_i27_10xAcrit_s44,12,27,10xAcrit,44,66,0.5001998716033995,0.039344941272195795,0.12166432954836637,0.036679278764129755,0.9848484848484849
N12_i27_10xAcrit_s45,12,27,10xAcrit,45,66,0.10811648948583752,0.1523198414881708,0.09419643587898463,0.17489593902447856,0.9848484848484849
N12_i27_10xAcrit_s46,12,27,10xAcrit,46,66,0.3851701646344736,0.3201172204519396,0.025485480291536078,0.2003781188035905,0.9848484848484849
N12_i27_2xAcrit_s42,12,27,2xAcrit,42,66,0.3268859745003283,0.15075794838741421,0.17250235395931668,0.4591591016160511,0.9848484848484849
N12_i27_2xAcrit_s43,12,27,2xAcrit,43,66,0.01446357487293426,0.13283827887444155,0.10976964980363846,0.20740055638762722,0.9848484848484849
N12_i27_2xAcrit_s44,12,27,2xAcrit,44,66,0.33698675653431565,0.24566182884911464,0.12446516042109579,0.11569639968280128,0.9848484848484849
N12_i27_2xAcrit_s45,12,27,2xAcrit,45,66,0.09872562079044656,0.41919419022197474,0.1375247102987487,0.35257603053650793,0.9848484848484849
N12_i27_2xAcrit_s46,12,27,2xAcrit,46,66,0.3018689063699753,0.8159502162910011,0.12760506878839806,0.3097556936511311,0.9848484848484849
N12_i27_5xAcrit_s42,12,27,5xAcrit,42,66,0.22779938215353468,0.3995903489770951,0.11901033164758701,0.3518874925170942,0.9848484848484849
N12_i27_5xAcrit_s43,12,27,5xAcrit,43,66,0.014532585584674962,0.028267705415988553,0.1890020107384771,0.06768244961231006,0.9848484848484849
N12_i27_5xAcrit_s44,12,27,5xAcrit,44,66,0.43129989551380277,0.09837503092073704,0.12317946250550449,0.06384179769043151,0.9848484848484849
N12_i27_5xAcrit_s45,12,27,5xAcrit,45,66,0.06666425770890783,0.5424041792667702,0.1337009611306712,0.2606671910972327,0.9848484848484849
N12_i27_5xAcrit_s46,12,27,5xAcrit,46,66,0.38093997770920396,0.26481670528236523,0.058790327893802896,0.22544846550659986,0.9848484848484849
N12_i27_Aheur_s42,12,27,Aheur,42,66,0.18086043815128505,0.016245964629374318,0.11441910220310092,0.005725021606535208,0.9848484848484849
N12_i27_Aheur_s43,12,27,Aheur,43,66,0.009925605088938028,0.0011271964086863664,0.2222717721015215,0.0004061632331451674,0.9848484848484849
N12_i27_Aheur_s44,12,27,Aheur,44,66,0.5031244927085936,0.002467170091128428,0.119080227217637,0.003633173139074037,0.9848484848484849
N12_i27_Aheur_s45,12,27,Aheur,45,66,0.137990094255656,0.03806973183878818,0.06846192036755383,0.002185878516117095,0.9848484848484849
N12_i27_Aheur_s46,12,27,Aheur,46,66,0.3013138808310032,0.0019515949943158277,0.011620992881944403,0.012078886043268578,0.9848484848484849
N12_i27_Amargin_s42,12,27,Amargin,42,66,0.3119503343477845,0.14478643502271638,0.1813566053010618,0.4786868713841417,0.9848484848484849
N12_i27_Amargin_s43,12,27,Amargin,43,66,0.01601206260966137,0.10411039134177802,0.1268224196974188,0.17502460902200495,0.9848484848484849
N12_i27_Amargin_s44,12,27,Amargin,44,66,0.34880135965067893,0.2160245362587919,0.12436777749098837,0.1053434422881373,0.9848484848484849
N12_i27_Amargin_s45,12,27,Amargin,45,66,0.11248680187270566,0.37757524064292625,0.14011610961460974,0.3287932328217526,0.9848484848484849
N12_i27_Amargin_s46,12,27,Amargin,46,66,0.3459573352592997,0.5780243394827655,0.11882617708761245,0.28424135066255796,0.9848484848484849
