n_assets,penalty_label,shots,runs,Q_tau_final_median,Q_opt_final_median,Q_tau_initial_median,Q_opt_initial_median,Q_tau_uniform_all_median,Q_tau_uniform_F_median,Q_opt_uniform_all_median,Q_opt_uniform_F_median,final_beats_uniform_F_rate,final_beats_uniform_F_runs_opt,final_beats_uniform_F_runs_alt
20,5xAcrit,10000,2,0.8196697399686049,0.649743340597196,0.07878840863574244,0.0518755209652485,0.023460014187859396,0.9364104718060605,0.009491417149575684,0.8730797723776871,0.0,0,0
20,10xAcrit,10,2,0.0014539178728187885,0.0007075324664224114,0.000128576074138409,7.396201489467957e-05,2.384151003181551e-05,0.0051436983561671526,9.536702236905002e-06,0.002062067530338662,0.0,0,0
20,10xAcrit,100,2,0.01443087579364849,0.007051146889426041,0.0012850035623206968,0.0007393115168760622,0.00023838031666977138,0.04985248778102113,9.536292978210036e-05,0.020430378183014807,0.0,0,0
20,10xAcrit,1000,2,0.13410049889517112,0.06815681392895839,0.01277464939435996,0.007362357544439757,0.0023803289836107494,0.3743413376084322,0.0009532201678953594,0.1865083786494737,0.0,0,0
20,10xAcrit,10000,2,0.7300727218410528,0.49790912434770834,0.12052863594555763,0.07065059074433266,0.023460014187859396,0.9364104718060605,0.009491417149575684,0.8730797723776871,0.0,0,0
20,Amargin,10,2,0.002373018684132311,0.0008670363209730136,0.0001249754445053486,7.713048827012736e-05,2.384151003181551e-05,0.0051436983561671526,9.536702236905002e-06,0.002062067530338662,0.0,0,0
20,Amargin,100,2,0.023361705557222057,0.008635973420906606,0.001249051614570118,0.0007709434945684102,0.00023838031666977138,0.04985248778102113,9.536292978210036e-05,0.020430378183014807,0.0,0,0
20,Amargin,1000,2,0.20108418675448197,0.08302065876348758,0.01242052228255891,0.007673435446992782,0.0023803289836107494,0.3743413376084322,0.0009532201678953594,0.1865083786494737,0.0,0,0
20,Amargin,10000,2,0.7541832255938579,0.5769539476825616,0.11748620203102922,0.07326959803645666,0.023460014187859396,0.9364104718060605,0.009491417149575684,0.8730797723776871,0.0,0,0
20,Aheur,10,2,0.00024582626512348327,9.838603567147164e-05,1.4174820756052142e-07,5.310495559962547e-08,2.384151003181551e-05,0.0051436983561671526,9.536702236905002e-06,0.002062067530338662,0.0,0,0
20,Aheur,100,2,0.0024545743929659247,0.0009834248712278226,1.417481074572624e-06,5.310493489396606e-07,0.00023838031666977138,0.04985248778102113,9.536292978210036e-05,0.020430378183014807,0.0,0,0
20,Aheur,1000,2,0.024181444818068276,0.009790841232217073,1.4174710609160535e-05,5.3104727979480515e-06,0.0023803289836107494,0.3743413376084322,0.0009532201678953594,0.1865083786494737,0.0,0,0
20,Aheur,10000,2,0.20950371406383578,0.09370533152903887,0.0001417370929934214,5.3102658909121025e-05,0.023460014187859396,0.9364104718060605,0.009491417149575684,0.8730797723776871,0.0,0,0
