n_assets,treatment,control,pairs,skipped_zero_gap,skipped_no_feasible_shot,g_off_ratio_median,g_off_ratio_geomean,solution_part_geomean,denominator_part_geomean,solution_part_median,solution_part_p25,solution_part_p75,denominator_part_median,solution_part_below_1_rate
12,5xAcrit,Aheur,1,1,0,19.62214418901732,19.622144189017316,1.2719654078336438,15.426633513907353,1.2719654078336438,1.2719654078336438,1.2719654078336438,15.426633513907351,0.0
12,10xAcrit,Aheur,1,1,0,7.541134130940128,7.541134130940128,1.0,7.541134130940128,1.0,1.0,1.0,7.5411341309401285,0.0
20,Amargin,Aheur,2,0,0,24.187932187538244,13.20052941836988,0.2990776284431446,44.137468546495896,0.5284440319205014,0.31061057085607935,0.7462774929849234,44.17970453618885,1.0
20,5xAcrit,Aheur,2,0,0,27.182632995593533,13.056004394078965,0.2689815993384443,48.53865255537919,0.43630747425611516,0.26454229202388624,0.6080726564883441,50.71890627379642,1.0
20,10xAcrit,Aheur,2,0,0,9.036133666965421,4.065758022082829,0.16641949966749559,24.430779026533365,0.28673588608455197,0.16998613394443646,0.40348563822466743,25.51662970248203,1.0
20,1.1xAcrit,Aheur,1,1,0,17.701989634222446,17.701989634222446,0.11441101885139078,154.72276894252352,0.1144110188513908,0.1144110188513908,0.1144110188513908,154.72276894252357,1.0
