n_assets,n_select,solver,energy_no_offset,runtime_s,feasible,expected_return,volatility,sharpe_ratio,method_detail,data_start,data_end
8,2,classical_auto,-36.252611680776944,0.0002955012023448944,True,0.3043831643149789,0.229509603420991,1.3218756853432454,exact,2023-08-06,2026-08-05
8,2,braket_sv1,-36.252611680776944,187.5290692858398,True,0.3043831643149789,0.229509603420991,1.3218756853432454,p=2,2023-08-06,2026-08-05
12,2,classical_auto,-52.25261168074922,0.0005989000201225281,True,0.3043831643149789,0.229509603420991,1.3218756853432454,exact,2023-08-06,2026-08-05
12,2,braket_sv1,-52.25261168074922,204.10141637083143,True,0.3043831643149789,0.229509603420991,1.3218756853432454,p=2,2023-08-06,2026-08-05
16,3,classical_auto,-153.26711059662722,0.006202200427651405,True,0.2568156466299874,0.1846856590820826,1.3851408274006345,exact,2023-08-06,2026-08-05
16,3,braket_sv1,-153.2608488673824,281.3614917360246,True,0.25918646419037544,0.18752908754224196,1.376780890762973,p=2,2023-08-06,2026-08-05
20,4,classical_auto,-336.15232144200877,0.04080582316964865,True,0.3115649335542625,0.21080901909538674,1.4732051545372367,exact,2023-08-06,2026-08-05
20,4,braket_sv1,-335.8134364824031,851.0471080988646,True,0.3115812743908686,0.24633711221595947,1.2607977401252775,p=2,2023-08-06,2026-08-05
