n_assets,n_select,instance,annealing_seed,energy_optimum,energy_annealing,feasible,reported_gap_pct,gap_of_objective_range_pct,rank,feasible_set_size,sharpe_optimum,sharpe_annealing,sharpe_delta_pct,runtime_s
12,2,22,1000,-52.121261210658226,-52.121261210658226,True,0.0,0.0,1,66,1.0443195951642468,1.0443195951642468,0.0,3.401317274197936
12,2,22,1001,-52.121261210658226,-52.121261210658226,True,0.0,0.0,1,66,1.0443195951642468,1.0443195951642468,0.0,3.363016522489488
12,2,22,1002,-52.121261210658226,-52.121261210658226,True,0.0,0.0,1,66,1.0443195951642468,1.0443195951642468,0.0,3.373363722115755
12,2,22,1003,-52.121261210658226,-52.121261210658226,True,0.0,0.0,1,66,1.0443195951642468,1.0443195951642468,0.0,3.374154133722186
12,2,22,1004,-52.121261210658226,-52.121261210658226,True,0.0,0.0,1,66,1.0443195951642468,1.0443195951642468,0.0,3.3806946091353893
12,2,23,1000,-52.046368583649155,-52.046368583649155,True,0.0,0.0,1,66,1.0952366405266443,1.0952366405266443,0.0,3.395183129236102
12,2,23,1001,-52.046368583649155,-52.046368583649155,True,0.0,0.0,1,66,1.0952366405266443,1.0952366405266443,0.0,3.387765234336257
12,2,23,1002,-52.046368583649155,-52.046368583649155,True,0.0,0.0,1,66,1.0952366405266443,1.0952366405266443,0.0,3.385701802559197
12,2,23,1003,-52.046368583649155,-52.046368583649155,True,0.0,0.0,1,66,1.0952366405266443,1.0952366405266443,0.0,3.3709334963932633
12,2,23,1004,-52.046368583649155,-52.046368583649155,True,0.0,0.0,1,66,1.0952366405266443,1.0952366405266443,0.0,3.379348296672106
12,2,24,1000,-52.139722033509166,-52.139722033509166,True,0.0,0.0,1,66,1.3199892053554563,1.3199892053554563,0.0,3.4212176026776433
12,2,24,1001,-52.139722033509166,-52.139722033509166,True,0.0,0.0,1,66,1.3199892053554563,1.3199892053554563,0.0,3.396790998056531
12,2,24,1002,-52.139722033509166,-52.139722033509166,True,0.0,0.0,1,66,1.3199892053554563,1.3199892053554563,0.0,3.3757705250754952
12,2,24,1003,-52.139722033509166,-52.139722033509166,True,0.0,0.0,1,66,1.3199892053554563,1.3199892053554563,0.0,3.403808797709644
12,2,24,1004,-52.139722033509166,-52.139722033509166,True,0.0,0.0,1,66,1.3199892053554563,1.3199892053554563,0.0,3.3937221728265285
12,2,25,1000,-52.08807063195021,-52.08807063195021,True,0.0,0.0,1,66,1.7034035650896817,1.7034035650896817,0.0,3.3931626603007317
12,2,25,1001,-52.08807063195021,-52.08807063195021,True,0.0,0.0,1,66,1.7034035650896817,1.7034035650896817,0.0,3.3783739069476724
12,2,25,1002,-52.08807063195021,-52.08807063195021,True,0.0,0.0,1,66,1.7034035650896817,1.7034035650896817,0.0,3.368607023730874
12,2,25,1003,-52.08807063195021,-52.08807063195021,True,0.0,0.0,1,66,1.7034035650896817,1.7034035650896817,0.0,3.3703166721388698
12,2,25,1004,-52.08807063195021,-52.08807063195021,True,0.0,0.0,1,66,1.7034035650896817,1.7034035650896817,0.0,3.3629179457202554
12,2,26,1000,-52.07003040569529,-52.07003040569529,True,0.0,0.0,1,66,1.670894588954227,1.670894588954227,0.0,3.40526232868433
12,2,26,1001,-52.07003040569529,-52.07003040569529,True,0.0,0.0,1,66,1.670894588954227,1.670894588954227,0.0,3.38424829300493
12,2,26,1002,-52.07003040569529,-52.07003040569529,True,0.0,0.0,1,66,1.670894588954227,1.670894588954227,0.0,3.383228368125856
12,2,26,1003,-52.07003040569529,-52.07003040569529,True,0.0,0.0,1,66,1.670894588954227,1.670894588954227,0.0,3.380446979776025
12,2,26,1004,-52.07003040569529,-52.07003040569529,True,0.0,0.0,1,66,1.670894588954227,1.670894588954227,0.0,3.3808478647843003
12,2,27,1000,-51.96992505794691,-51.96992505794691,True,0.0,0.0,1,66,1.3199892053554563,1.3199892053554563,0.0,3.376488259062171
12,2,27,1001,-51.96992505794691,-51.96992505794691,True,0.0,0.0,1,66,1.3199892053554563,1.3199892053554563,0.0,3.3999993028119206
12,2,27,1002,-51.96992505794691,-51.96992505794691,True,0.0,0.0,1,66,1.3199892053554563,1.3199892053554563,0.0,3.3955656373873353
12,2,27,1003,-51.96992505794691,-51.96992505794691,True,0.0,0.0,1,66,1.3199892053554563,1.3199892053554563,0.0,3.406185247004032
12,2,27,1004,-51.96992505794691,-51.96992505794691,True,0.0,0.0,1,66,1.3199892053554563,1.3199892053554563,0.0,3.403448771685362
12,2,28,1000,-52.058090406078236,-52.058090406078236,True,0.0,0.0,1,66,1.2671685906249246,1.2671685906249246,0.0,3.386706848628819
12,2,28,1001,-52.058090406078236,-52.058090406078236,True,0.0,0.0,1,66,1.2671685906249246,1.2671685906249246,0.0,3.376083666458726
12,2,28,1002,-52.058090406078236,-52.058090406078236,True,0.0,0.0,1,66,1.2671685906249246,1.2671685906249246,0.0,3.402790453284979
12,2,28,1003,-52.058090406078236,-52.058090406078236,True,0.0,0.0,1,66,1.2671685906249246,1.2671685906249246,0.0,3.3706471947953105
12,2,28,1004,-52.058090406078236,-52.058090406078236,True,0.0,0.0,1,66,1.2671685906249246,1.2671685906249246,0.0,3.3611323134973645
12,2,29,1000,-52.17216041739013,-52.17216041739013,True,0.0,0.0,1,66,1.4480754382679544,1.4480754382679544,0.0,3.376225857064128
12,2,29,1001,-52.17216041739013,-52.17216041739013,True,0.0,0.0,1,66,1.4480754382679544,1.4480754382679544,0.0,3.3696523839607835
12,2,29,1002,-52.17216041739013,-52.17216041739013,True,0.0,0.0,1,66,1.4480754382679544,1.4480754382679544,0.0,3.372911849990487
12,2,29,1003,-52.17216041739013,-52.17216041739013,True,0.0,0.0,1,66,1.4480754382679544,1.4480754382679544,0.0,3.3725498570129275
12,2,29,1004,-52.17216041739013,-52.17216041739013,True,0.0,0.0,1,66,1.4480754382679544,1.4480754382679544,0.0,3.3650830015540123
16,3,0,1000,-153.26711059662722,-153.26711059662722,True,0.0,0.0,1,560,1.3851408274006345,1.3851408274006345,0.0,3.3962741810828447
16,3,0,1001,-153.26711059662722,-153.26711059662722,True,0.0,0.0,1,560,1.3851408274006345,1.3851408274006345,0.0,3.448851670138538
16,3,0,1002,-153.26711059662722,-153.26711059662722,True,0.0,0.0,1,560,1.3851408274006345,1.3851408274006345,0.0,3.558875343762338
16,3,0,1003,-153.26711059662722,-153.26711059662722,True,0.0,0.0,1,560,1.3851408274006345,1.3851408274006345,0.0,3.373726979829371
16,3,0,1004,-153.26711059662722,-153.26711059662722,True,0.0,0.0,1,560,1.3851408274006345,1.3851408274006345,0.0,3.3853174299001694
16,3,1,1000,-152.86887718137905,-152.86887718137905,True,0.0,0.0,1,560,1.3851408274006345,1.3851408274006345,0.0,3.365001139231026
16,3,1,1001,-152.86887718137905,-152.86887718137905,True,0.0,0.0,1,560,1.3851408274006345,1.3851408274006345,0.0,3.366732663474977
16,3,1,1002,-152.86887718137905,-152.86887718137905,True,0.0,0.0,1,560,1.3851408274006345,1.3851408274006345,0.0,3.3699008338153362
16,3,1,1003,-152.86887718137905,-152.86887718137905,True,0.0,0.0,1,560,1.3851408274006345,1.3851408274006345,0.0,3.3574349023401737
16,3,1,1004,-152.86887718137905,-152.86887718137905,True,0.0,0.0,1,560,1.3851408274006345,1.3851408274006345,0.0,3.3509830683469772
16,3,2,1000,-153.1176374120056,-153.1176374120056,True,0.0,0.0,1,560,1.3514628008784804,1.3514628008784804,0.0,3.3880871450528502
16,3,2,1001,-153.1176374120056,-153.1176374120056,True,0.0,0.0,1,560,1.3514628008784804,1.3514628008784804,0.0,3.373963087797165
16,3,2,1002,-153.1176374120056,-153.1176374120056,True,0.0,0.0,1,560,1.3514628008784804,1.3514628008784804,0.0,3.3823152240365744
16,3,2,1003,-153.1176374120056,-153.1176374120056,True,0.0,0.0,1,560,1.3514628008784804,1.3514628008784804,0.0,3.3796511022374034
16,3,2,1004,-153.1176374120056,-153.1176374120056,True,0.0,0.0,1,560,1.3514628008784804,1.3514628008784804,0.0,3.372085372917354
16,3,3,1000,-153.11549302509425,-153.11549302509425,True,0.0,0.0,1,560,1.837157284151087,1.8371572841510873,1.2086314374962924e-14,3.3790590930730104
16,3,3,1001,-153.11549302509425,-153.11549302509425,True,0.0,0.0,1,560,1.837157284151087,1.8371572841510873,1.2086314374962924e-14,3.36246201954782
16,3,3,1002,-153.11549302509425,-153.11549302509425,True,0.0,0.0,1,560,1.837157284151087,1.8371572841510873,1.2086314374962924e-14,3.369747024960816
16,3,3,1003,-153.11549302509425,-153.11549302509425,True,0.0,0.0,1,560,1.837157284151087,1.8371572841510873,1.2086314374962924e-14,3.3688533063977957
16,3,3,1004,-153.11549302509425,-153.11549302509425,True,0.0,0.0,1,560,1.837157284151087,1.8371572841510873,1.2086314374962924e-14,3.368226340971887
16,3,4,1000,-153.14375872173545,-153.14375872173545,True,0.0,0.0,1,560,1.654621300866983,1.6546213008669826,-2.6839326292812152e-14,3.3906297478824854
16,3,4,1001,-153.14375872173545,-153.14375872173545,True,0.0,0.0,1,560,1.654621300866983,1.6546213008669826,-2.6839326292812152e-14,3.377210187725723
16,3,4,1002,-153.14375872173545,-153.14375872173545,True,0.0,0.0,1,560,1.654621300866983,1.6546213008669826,-2.6839326292812152e-14,3.36004991363734
16,3,4,1003,-153.14375872173545,-153.14375872173545,True,0.0,0.0,1,560,1.654621300866983,1.6546213008669826,-2.6839326292812152e-14,3.366654791869223
16,3,4,1004,-153.14375872173545,-153.14375872173545,True,0.0,0.0,1,560,1.654621300866983,1.6546213008669826,-2.6839326292812152e-14,3.364644835703075
16,3,5,1000,-153.14030133195985,-153.14030133195985,True,0.0,0.0,1,560,1.520137957428604,1.5201379574286038,-1.4606871951321563e-14,3.3855913374572992
16,3,5,1001,-153.14030133195985,-153.14030133195985,True,0.0,0.0,1,560,1.520137957428604,1.5201379574286038,-1.4606871951321563e-14,3.3776302207261324
16,3,5,1002,-153.14030133195985,-153.14030133195985,True,0.0,0.0,1,560,1.520137957428604,1.5201379574286038,-1.4606871951321563e-14,3.380323227494955
16,3,5,1003,-153.14030133195985,-153.14030133195985,True,0.0,0.0,1,560,1.520137957428604,1.5201379574286038,-1.4606871951321563e-14,3.3849509516730905
16,3,5,1004,-153.14030133195985,-153.14030133195985,True,0.0,0.0,1,560,1.520137957428604,1.5201379574286038,-1.4606871951321563e-14,3.3664018381386995
16,3,6,1000,-152.79523876085153,-152.79523876085153,True,0.0,0.0,1,560,1.3283250534216873,1.328325053421687,-1.6716134680517955e-14,3.3707077130675316
16,3,6,1001,-152.79523876085153,-152.79523876085153,True,0.0,0.0,1,560,1.3283250534216873,1.328325053421687,-1.6716134680517955e-14,3.367279503494501
16,3,6,1002,-152.79523876085153,-152.79523876085153,True,0.0,0.0,1,560,1.3283250534216873,1.328325053421687,-1.6716134680517955e-14,3.369534053839743
16,3,6,1003,-152.79523876085153,-152.79523876085153,True,0.0,0.0,1,560,1.3283250534216873,1.328325053421687,-1.6716134680517955e-14,3.371460155583918
16,3,6,1004,-152.79523876085153,-152.79523876085153,True,0.0,0.0,1,560,1.3283250534216873,1.328325053421687,-1.6716134680517955e-14,3.3700305642560124
16,3,7,1000,-152.9258314680382,-152.9258314680382,True,0.0,0.0,1,560,1.7138924431973186,1.7138924431973186,0.0,3.391485398635268
16,3,7,1001,-152.9258314680382,-152.9258314680382,True,0.0,0.0,1,560,1.7138924431973186,1.7138924431973186,0.0,3.378854394890368
16,3,7,1002,-152.9258314680382,-152.9258314680382,True,0.0,0.0,1,560,1.7138924431973186,1.7138924431973186,0.0,3.380568388849497
