n_assets,n_select,instance,is_published_instance,instance_digest,feasible_set_size,energy_optimum,objective_optimum,objective_range,abs_energy_optimum,deflation_factor,sharpe_optimum,band_pct,band_count,band_fraction,band_sharpe_min,band_sharpe_max,band_sharpe_spread_pct,penalty_used,penalty_min,penalty_overshoot,penalty_binding_cardinality,penalty_binding_is_exact,quantum_backend,energy_quantum,quantum_feasible,quantum_runtime_s,reported_gap_pct,gap_of_objective_range_pct,quantum_rank,sharpe_quantum,sharpe_delta_pct
12,2,10,False,022940146005,66,-52.122063767041865,-0.12206376710847877,0.8696947369034405,52.122063767041865,59.93144669659973,1.697773348056154,0.1,1,0.015151515151515152,1.697773348056154,1.697773348056154,0.0,12.999999999983347,0.026319453790213276,493.9312230262664,1,True,,,,,,,,,
12,2,11,False,977bde2c4a0b,66,-51.99581597601609,0.004184023917296997,0.6221463013337285,51.99581597601609,83.57490169844273,1.484935652137471,0.1,2,0.030303030303030304,0.7978124105587038,1.484935652137471,46.27293045255508,12.999999999983347,0.08424852899674651,154.30536479141824,1,True,,,,,,,,,
12,2,12,False,bffa72213363,66,-51.95435957370202,0.04564042623136544,0.8428162040727045,51.95435957370202,61.64375972204284,1.1763543666609393,0.1,2,0.030303030303030304,0.7876294636314756,1.1763543666609393,33.04488120640487,12.999999999983347,0.12559248829462663,103.50937525408946,1,True,,,,,,,,,
12,2,13,False,0c44177b31a6,66,-52.138286732569824,-0.1382867326253816,0.7739751132598371,52.138286732569824,67.36429355328131,1.4634666035522454,0.1,4,0.06060606060606061,1.217119488355807,1.5925130800477116,25.650984503556057,12.99999999998611,0.007928083230734073,1639.7406058491165,5,False,,,,,,,,,
12,2,14,False,5f8f23f225fa,66,-52.1644544152372,-0.16445441530381544,0.7840751922623355,52.1644544152372,66.52991311295568,1.484935652137471,0.1,2,0.030303030303030304,1.3715301202697152,1.484935652137471,7.637067081291753,12.999999999983347,0.03483049177150027,373.23618871842854,1,True,,,,,,,,,
12,2,15,False,2d461e5d685e,66,-52.202370089477384,-0.20237008957043656,0.8508985635472897,52.202370089477384,61.349698220023114,1.3871554782995212,0.1,1,0.015151515151515152,1.3871554782995212,1.3871554782995212,0.0,12.999999999976737,0.05003380256336601,259.82434542153186,1,True,,,,,,,,,
12,2,16,False,28e7b86d40f2,66,-52.09557192178276,-0.09557192193319253,0.8828118959897324,52.09557192178276,59.010953701952225,1.127426809467307,0.1,1,0.015151515151515152,1.127426809467307,1.127426809467307,0.0,12.999999999962393,0.09460930502168813,137.4072032024999,1,True,,,,,,,,,
12,2,17,False,e512d26be963,66,-52.479760503611345,-0.47976050374893475,1.018562607834184,52.479760503611345,51.52335271289945,1.4125341729798935,0.1,1,0.015151515151515152,1.4125341729798935,1.4125341729798935,0.0,12.999999999965603,0.0,inf,5,False,,,,,,,,,
12,2,18,False,a32c879eaca9,66,-52.18078808666308,-0.18078808674624725,0.7615099732953965,52.18078808666308,68.5227901360941,1.1160703618928554,0.1,4,0.06060606060606061,1.020268560258004,1.1796062428678058,14.276670006679968,12.999999999979208,0.0,inf,5,False,,,,,,,,,
12,2,19,False,3f7960d67696,66,-52.139587006332306,-0.13958700638786325,0.49957785657085907,52.139587006332306,104.36728994399883,1.4947625113107745,0.1,5,0.07575757575757576,1.217119488355807,1.5925130800477116,25.11392872455155,12.99999999998611,0.008609962664097408,1509.8787889283972,5,False,,,,,,,,,
12,2,20,False,fc102628f3a2,66,-52.41383753342558,-0.4138375335087474,0.9075090284726315,52.41383753342558,57.755720206596564,1.697773348056154,0.1,1,0.015151515151515152,1.697773348056154,1.697773348056154,0.0,12.999999999979208,0.0,inf,5,False,,,,,,,,,
12,2,21,False,ed8a0c9eddfb,66,-52.17417826161483,-0.17417826171477202,1.0367050408156473,52.17417826161483,50.326926374898115,1.3951242001054784,0.1,2,0.030303030303030304,1.2910627693896675,1.3951242001054784,7.458936681618984,12.999999999975014,0.07259178484326814,179.08362534470152,1,True,,,,,,,,,
12,2,22,False,b740925c5cfd,66,-52.121261210658226,-0.12126121074139462,0.7019830972905439,52.121261210658226,74.24859859422762,1.0443195951642468,0.1,3,0.045454545454545456,0.9936052532103946,1.1961866591936896,19.398410881243088,12.999999999979208,0.05007548769043331,259.6080557486572,1,True,,,,,,,,,
12,2,23,False,26e4ddb881e2,66,-52.046368583649155,-0.04636858374220765,0.8983777710147578,52.046368583649155,57.933722608541906,1.0952366405266443,0.1,2,0.030303030303030304,1.0952366405266443,1.2085389500304209,10.345007216823502,12.999999999976737,0.05189754772417818,250.4935313912773,1,True,,,,,,,,,
12,2,24,False,be3c2eb02782,66,-52.139722033509166,-0.1397220336022187,1.010091687469135,52.139722033509166,51.6188012240249,1.3199892053554563,0.1,2,0.030303030303030304,1.2910627693896675,1.3199892053554563,2.1914145849396767,12.999999999976737,0.07311276281976858,177.80753316658598,1,True,,,,,,,,,
12,2,25,False,ca8dd4615ced,66,-52.08807063195021,-0.08807063200576692,0.6679895652056302,52.08807063195021,77.97737172124194,1.7034035650896817,0.1,4,0.06060606060606061,1.0444014528595258,1.7034035650896817,38.687374250943314,12.99999999998611,0.05133039714018445,253.26123942666612,1,True,,,,,,,,,
12,2,26,False,bf21e44444e5,66,-52.07003040569529,-0.07003040575084896,0.4122828707903352,52.07003040569529,126.29685610240959,1.670894588954227,0.1,4,0.06060606060606061,1.1237237233558783,1.670894588954227,32.74718041554075,12.99999999998611,0.06689314815903549,194.33978453337534,1,True,,,,,,,,,
12,2,27,False,8297c822df45,66,-51.96992505794691,0.0300749419864772,0.7002182592257924,51.96992505794691,74.21960849094151,1.3199892053554563,0.1,4,0.06060606060606061,0.9183385437733605,1.3199892053554563,30.428329258490894,12.999999999983347,0.11060071733319572,117.5399248163965,1,True,,,,,,,,,
12,2,28,False,b996fad8d609,66,-52.058090406078236,-0.05809040613379324,0.4124268359685175,52.058090406078236,126.22381927167339,1.2671685906249246,0.1,5,0.07575757575757576,1.0952126641702749,1.3606332263877432,20.945954956678015,12.99999999998611,0.0777773651517397,167.1437438723177,1,True,,,,,,,,,
12,2,29,False,0c3c14e3a912,66,-52.17216041739013,-0.172160417490268,1.4385185024049747,52.17216041739013,36.26798009908566,1.4480754382679544,0.1,2,0.030303030303030304,1.4480754382679544,1.689530060931815,16.674174306323767,12.999999999974966,0.042537534124904686,305.61244950876886,1,True,,,,,,,,,
16,3,0,True,514ae30a9bf6,560,-153.26711059662722,-0.267110596876762,1.2705106296258748,153.26711059662722,120.63426076313863,1.3851408274006345,0.1,30,0.05357142857142857,1.1488135639294699,1.5106713958663527,26.124262947035348,16.999999999972275,0.04411181027848038,385.38431981481386,2,True,,,,,,,,,
16,3,1,False,f9598a6bfdd0,560,-152.86887718137905,0.13112281842111884,1.2939192012170224,152.86887718137905,118.14406729384267,1.3851408274006345,0.1,12,0.02142857142857143,0.7409270104776121,1.5429335483365896,57.90072186118641,16.999999999977796,0.1699909095259891,100.00534762347833,2,True,,,,,,,,,
16,3,2,False,75660748013c,560,-153.1176374120056,-0.11763741225513513,0.9002704346258383,153.1176374120056,170.07960222046262,1.3514628008784804,0.1,31,0.055357142857142855,1.0070955117047196,1.4126422639265745,30.007984826385215,16.999999999972275,0.127235911405795,133.61007762780096,2,True,,,,,,,,,
16,3,3,False,ba5bb77bd55e,560,-153.11549302509425,-0.11549302526091765,1.7607173941878784,153.11549302509425,86.96199261194779,1.837157284151087,0.1,19,0.033928571428571426,1.0052361520299657,1.837157284151087,45.283065271438375,16.999999999981483,0.0300395124241771,565.9213025807685,2,True,,,,,,,,,
16,3,4,False,1bcf1e63b3af,560,-153.14375872173545,-0.14375872193528494,0.7426115576465975,153.14375872173545,206.2232362866284,1.654621300866983,0.1,37,0.06607142857142857,0.9662727712123805,1.73143090526851,46.2437014231114,16.999999999977796,0.06840812030252949,248.50850929387684,2,True,,,,,,,,,
16,3,5,False,9a047c6a7f24,560,-153.14030133195985,-0.14030133226026464,1.6100175455298995,153.14030133195985,95.11716301300139,1.520137957428604,0.1,5,0.008928571428571428,1.1616004192604064,1.520137957428604,23.58585524531493,16.99999999996662,0.11694063054908149,145.37291205071364,2,True,,,,,,,,,
16,3,6,False,897f8dff07cb,560,-152.79523876085153,0.20476123887911513,1.298987709354492,152.79523876085153,117.62639296778283,1.3283250534216873,0.1,15,0.026785714285714284,0.7320384521600899,1.339833698099172,45.756514519803524,16.999999999970072,0.21663551163456848,78.4728222612298,2,True,,,,,,,,,
16,3,7,False,b5d5b5d06981,560,-152.9258314680382,0.07416853169243609,2.147336970081568,152.9258314680382,71.21650378991482,1.7138924431973186,0.1,8,0.014285714285714285,1.1808558495321007,1.7138924431973186,31.100936104883097,16.999999999970072,0.17586960994123044,96.66252177195871,2,True,,,,,,,,,
16,3,8,False,8e11fb6ca06e,560,-152.9397106811916,0.06028931853904851,1.5971019834788933,152.9397106811916,95.76076685350431,1.2268098002868673,0.1,23,0.04107142857142857,0.7630341111869193,1.4473804382327635,55.78259375543154,16.999999999970072,0.2159044356703876,78.73853979509374,2,True,,,,,,,,,
16,3,9,False,9bc3f8aa04b6,560,-153.06916526495723,-0.06916526512389964,1.092597083215395,153.06916526495723,140.09662630115324,1.4936212824484583,0.1,21,0.0375,1.1930291806900497,1.727072483896744,35.75493396366512,16.999999999981483,0.08557966144520686,198.64532895898267,2,True,,,,,,,,,
16,3,10,False,4793e431bf29,560,-152.8924138064472,0.1075861933861404,1.1443166477847342,152.8924138064472,133.6102328865261,1.2494236320337209,0.1,40,0.07142857142857142,0.6602816488525919,1.5256436996589327,69.26089987571048,16.999999999981483,0.15087958055221157,112.67263560623877,2,True,,,,,,,,,
16,3,11,False,1ed94bcff0dd,560,-153.02991662046168,-0.02991662062834166,1.398072246445679,153.02991662046168,109.45780306383297,1.369721920672129,0.1,36,0.06428571428571428,1.005329687059004,1.7233626143547307,52.42180302870414,16.999999999981483,0.12482830594078086,136.18706007310846,2,True,,,,,,,,,
16,3,12,False,e188a973e5c5,560,-153.00045608908675,-0.0004560892534186678,1.0128632054694435,153.00045608908675,151.05737404901961,1.1488135639294699,0.1,68,0.12142857142857143,0.4590999969338554,1.6603076473251257,104.56071273067047,16.999999999981483,0.09589079801070557,177.28499869282084,2,True,,,,,,,,,
16,3,13,False,70baaa490235,560,-152.89588209816833,0.10411790166500623,1.5411064672619545,152.89588209816833,99.21175814012035,1.6478115557041306,0.1,39,0.06964285714285715,0.8451434872610311,1.6506528104229148,48.883582614377254,16.999999999981483,0.18905942249355945,89.91881904516349,2,True,,,,,,,,,
16,3,14,False,b79a9c33cc83,560,-153.11816809355648,-0.11816809372314196,1.3564391293259632,153.11816809355648,112.8824469769192,1.589054968977526,0.1,38,0.06785714285714285,0.9028431390126767,1.8565216083878333,60.01544867820394,16.999999999981483,0.08184518362283999,207.7092291505032,2,True,,,,,,,,,
16,3,15,False,60d0c2c8bfe1,560,-152.9586950396455,0.04130496005464579,1.9066099612622054,152.9586950396455,80.22547775759257,1.4953805770372721,0.1,5,0.008928571428571428,1.0913515595432473,1.5386649011995361,29.913010007293927,16.999999999966683,0.2391383006074319,71.08857074247503,2,True,,,,,,,,,
16,3,16,False,3c23e0ab1d53,560,-153.09803128384573,-0.09803128409527062,1.0630125647017508,153.09803128384573,144.0227861528621,1.3325481769762184,0.1,40,0.07142857142857142,0.8994483588011944,1.3439388991792154,33.356433039940555,16.999999999972275,0.09148018281960858,185.83259757465592,2,True,,,,,,,,,
16,3,17,False,8ad2d8e3c511,560,-153.06639152362746,-0.06639152387700165,1.1356986994273655,153.06639152362746,134.77728873054588,1.3640769139130915,0.1,11,0.019642857142857142,1.0463514601140809,1.3828340577478484,24.667421184375062,16.999999999972275,0.10910901140212187,155.8074789745705,2,True,,,,,,,,,
16,3,18,False,8681e70362c7,560,-153.08752383047914,-0.08752383072868497,1.0330378649532008,153.08752383047914,148.19159008988927,1.3269480742897601,0.1,64,0.11428571428571428,0.8499209905760493,1.3971089353402744,41.23657551989016,16.999999999972275,0.12030123158168635,141.31193651520533,2,True,,,,,,,,,
16,3,19,False,11bdbc025cc0,560,-152.9506997753289,0.049300224504435164,0.7273607936951691,152.9506997753289,210.28174889424858,1.186477279213544,0.1,93,0.16607142857142856,0.7784949984523407,1.6570999316726702,74.05155990873355,16.999999999981483,0.14053311059172852,120.96793366631755,2,True,,,,,,,,,
16,3,20,False,7b6f55ef4398,560,-153.08332112085256,-0.08332112110210232,0.961899788546674,153.08332112085256,159.1468497483972,1.3440039081208504,0.1,26,0.04642857142857143,0.9638186064914281,1.3960463959343539,32.159712247210265,16.999999999972275,0.12450394120827607,136.54186232975445,2,True,,,,,,,,,
16,3,21,False,cfe94acc2e1e,560,-153.14161729593826,-0.1416172961380937,1.245742914929565,153.14161729593826,122.931959283587,1.5429335483365896,0.1,14,0.025,1.057946602558444,1.6403725576049761,37.74796106251209,16.999999999977796,0.0705495460997147,240.9654057298966,2,True,,,,,,,,,
16,3,22,False,eeb320aac4fa,560,-153.3738448447811,-0.3738448450306464,1.4452759573574099,153.3738448447811,106.12080278787373,1.6409982832850747,0.1,12,0.02142857142857143,1.4012507725820047,1.6594822114112544,15.736240644463226,16.999999999972275,0.04209104921119289,403.8863444499649,2,True,,,,,,,,,
16,3,23,False,fd18698bb83e,560,-152.89791103847463,0.10208896132553491,1.4338253818832243,152.89791103847463,106.63635402914576,1.444108306728424,0.1,10,0.017857142857142856,1.0251414980975755,1.6875884515388844,45.872387157862065,16.999999999977796,0.15791847898204486,107.65047959910173,2,True,,,,,,,,,
16,3,24,False,d4338c60899b,560,-153.09952103148646,-0.09952103176559035,1.8322406890122522,153.09952103148646,83.55862957831229,1.589054968977526,0.1,2,0.0035714285714285713,1.5274681711966374,1.589054968977526,3.8756870582341465,16.999999999968985,0.17279399612358493,98.38304791452548,2,True,,,,,,,,,
16,3,25,False,ed865d0b82a7,560,-152.82455131864145,0.17544868115871282,1.6064043461502138,152.82455131864145,95.13454796414683,1.0888101742109118,0.1,13,0.023214285714285715,0.7156979525285636,1.5977265787786246,81.00848496288982,16.999999999977796,0.1565292655195254,108.60588876817557,2,True,,,,,,,,,
16,3,26,False,e76031335a4b,560,-152.96016778503656,0.03983221479677468,0.8636245088525811,152.96016778503656,177.11420439915577,1.129953915179003,0.1,38,0.06785714285714285,0.6330205235587113,1.5791872353394234,83.73498238030565,16.999999999981483,0.11013119125432265,154.361355819024,2,True,,,,,,,,,
16,3,27,False,acab8fab5579,560,-153.2122824184703,-0.21228241873964748,1.3135176521487892,153.2122824184703,116.64272814897437,1.4953805770372721,0.1,13,0.023214285714285715,1.0913515595432473,1.5740767256506984,32.281091082769855,16.999999999970072,0.14307310507577237,118.82037501714086,2,True,,,,,,,,,
16,3,28,False,7e07f362d591,560,-152.74635180790085,0.2536481918993161,1.306417841065695,152.74635180790085,116.91998303031426,0.9693354766359541,0.1,18,0.03214285714285714,0.6070820607038522,1.4849157241422366,90.56035651195563,16.999999999977796,0.2149350221819562,79.0936713216807,2,True,,,,,,,,,
16,3,29,False,9ec4fd0ccad8,560,-153.20175878592218,-0.20175878617172316,1.0609831332949398,153.20175878592218,144.3960360709467,1.3471114162455158,0.1,38,0.06785714285714285,0.8890601779224281,1.3794855872190182,36.40570507994331,16.999999999972275,0.07276000395171589,233.64484712306515,2,True,,,,,,,,,
20,4,0,True,88802fd9d289,4845,-336.15232144200877,-0.15232144256322044,1.9296468975433072,336.15232144200877,174.20405871663598,1.4732051545372367,0.1,368,0.07595459236326109,0.6342504955361136,1.539044658265469,61.41671171477604,20.999999999965347,0.11478915431353509,182.94411284367465,3,True,,,,,,,,,
20,4,1,False,9f06c1dc6e9a,4845,-336.05194130927634,-0.051941309646736045,1.657312310887562,336.05194130927634,202.76923009719638,1.831498688295787,0.1,155,0.03199174406604747,0.749596153106153,1.831498688295787,59.07197980012459,20.99999999997685,0.06355171561412001,330.4395451333975,3,True,,,,,,,,,
20,4,2,False,5c7e45cb7b1e,4845,-336.06964184233516,-0.06964184277921959,1.5536413911690374,336.06964184233516,216.31094778535706,1.546169852694576,0.1,301,0.06212590299277606,0.7415419728632189,1.8332112736877244,70.6047462328933,20.999999999972246,0.13224037954153936,158.80172208198877,3,True,,,,,,,,,
20,4,3,False,84d0445ead7c,4845,-335.87334511782814,0.12665488180147122,2.5177106787318166,335.87334511782814,133.40426600843955,1.2156907805941704,0.1,708,0.14613003095975233,0.5026307950547045,1.7032557012267762,98.7607149233512,20.99999999997685,0.13180414304993482,159.327313345688,3,True,,,,,,,,,
20,4,4,False,2a3da2453277,4845,-335.88582995301573,0.11417004661387864,1.9778014331506597,335.88582995301573,169.8278827809048,1.2916578914107684,0.1,418,0.08627450980392157,0.4174998054580102,1.8297814324133281,109.33867522868634,20.99999999997685,0.19916549822251478,105.43994912469681,3,True,,,,,,,,,
20,4,5,False,6888b64628f1,4845,-335.9456624858581,0.05433751354331662,2.5278735897205706,335.9456624858581,132.89654350279173,1.4411374742880414,0.1,110,0.022703818369453045,0.9639262559287509,1.6229464430634337,45.729168722106515,20.99999999996259,0.2761401780301648,76.04833222664399,3,True,,,,,,,,,
20,4,6,False,dceca5e3926d,4845,-335.8193470310071,0.18065296862249625,1.7981319308067896,335.8193470310071,186.76012659445462,1.393105974742542,0.1,757,0.1562435500515996,0.5545998961850785,1.9472047217444328,99.96402648525856,20.99999999997685,0.22489792352779966,93.37569538467098,3,True,,,,,,,,,
20,4,7,False,7e46eb92c5e6,4845,-335.59182942582675,0.4081705737291941,2.411948472862946,335.59182942582675,139.13723000370916,1.1972622147545158,0.1,205,0.04231166150670795,0.37253279327443073,1.6647582971740218,107.93170351279701,20.999999999972246,0.2613258967671833,80.3594295848959,3,True,,,,,,,,,
20,4,8,False,eeddddb9f28e,4845,-335.98417369580375,0.01582630356028858,2.6300747327823046,335.98417369580375,127.74700639033654,1.4188839643837643,0.1,132,0.027244582043343655,0.8411904559683306,1.4529561727899383,43.11597933149549,20.999999999960252,0.25486519640173566,82.39649939044105,3,True,,,,,,,,,
20,4,9,False,86b8495c91a6,4845,-335.4954421422249,0.504557857331065,2.447239002940023,335.4954421422249,137.0914086197437,1.428075222224571,0.1,99,0.02043343653250774,0.7107658161836297,1.7259622975052247,71.08844586913162,20.999999999972246,0.3481466588683092,60.31940696554482,3,True,,,,,,,,,
20,4,10,False,4a78a331a101,4845,-336.0242206386803,-0.024220639278837552,2.5986387559152035,336.0242206386803,129.30778465217546,1.4343741159558323,0.1,94,0.01940144478844169,0.8751413604323803,1.6229464430634337,52.134591269637774,20.99999999996259,0.19193421219156226,109.41248962432651,3,True,,,,,,,,,
20,4,11,False,835b27e3e7a2,4845,-335.92577896680496,0.07422103282465287,2.1379668682335478,335.92577896680496,157.1239404866722,1.5525445117100052,0.1,423,0.08730650154798762,0.5269843779388879,1.835352798263976,84.27252233071395,20.99999999997685,0.1727514274521578,121.56194776331236,3,True,,,,,,,,,
20,4,12,False,662d46da3783,4845,-335.97314048654897,0.026859512815065045,1.744495797465163,335.97314048654897,192.59039831149738,1.296700561565236,0.1,340,0.07017543859649122,0.5179266612396525,1.50967518052839,76.48246238835637,20.999999999960252,0.17771206073640133,118.16868204071619,3,True,,,,,,,,,
20,4,13,False,99142884a0a5,4845,-335.678009962126,0.32199003750361044,1.9635714222894762,335.678009962126,170.9527884505131,1.2368696755915687,0.1,888,0.18328173374613002,0.3057045444621281,1.683032537393466,111.35595124624518,20.99999999997685,0.2466050399612994,85.15641044186467,3,True,,,,,,,,,
20,4,14,False,ca0e20d05a85,4845,-335.915745718924,0.08425428070563612,2.4319973585452317,335.915745718924,138.12340072600307,1.5108666831256714,0.1,562,0.11599587203302374,0.5616954691247887,1.8976462071016849,88.4228074453988,20.99999999997685,0.16582749862953022,126.63762146525687,3,True,,,,,,,,,
20,4,15,False,0ff0b254b7c5,4845,-335.74616253944237,0.2538374601135729,2.5201020054802825,335.74616253944237,133.2272113626034,1.3725897978444506,0.1,153,0.031578947368421054,0.45919589189743965,1.7552421397859292,94.4234213254268,20.999999999972246,0.20832810976302618,100.80252743549494,3,True,,,,,,,,,
20,4,16,False,c642bf3fe054,4845,-336.09199105421254,-0.09199105465660296,2.093163133247856,336.09199105421254,160.56655389908167,1.8624909240454823,0.1,383,0.07905056759545924,0.9630427424864769,1.8624909240454823,48.292755145637464,20.999999999972246,0.1624367450941601,129.28109331296392,3,True,,,,,,,,,
20,4,17,False,846dd8ddc1fe,4845,-335.84427806771254,0.1557219319170713,2.05645458394946,335.84427806771254,163.31227574339,1.530858617943093,0.1,508,0.10485036119711043,0.43921100355416837,1.8213138368717419,90.28285284598051,20.99999999997685,0.1608711931655354,130.53921952557405,3,True,,,,,,,,,
20,4,18,False,5fea519ceea3,4845,-336.3749959799589,-0.37499598051334715,2.224846325691942,336.3749959799589,151.1902157446061,1.7124231178571123,0.1,110,0.022703818369453045,1.1523301777827504,1.7124231178571123,32.7076254830786,20.999999999965347,0.050168142020440565,418.59234076097704,3,True,,,,,,,,,
20,4,19,False,e14c302994c3,4845,-335.64209716395936,0.3579028355965761,2.4102919482024276,335.64209716395936,139.25371049522775,1.7124231178571123,0.1,48,0.009907120743034056,0.9329415112026531,1.8624909240454823,54.282694688567766,20.999999999972246,0.325756579484581,64.4653134349547,3,True,,,,,,,,,
20,4,20,False,ce6e53e63f9b,4845,-336.0211769326588,-0.021176933213268967,1.630978084612991,336.0211769326588,206.02433601208816,1.375448674126866,0.1,574,0.11847265221878225,0.5893394859391963,1.5230833012014555,67.8864891745233,20.999999999965347,0.15144141296023056,138.66748592394654,3,True,,,,,,,,,
20,4,21,False,21682941216a,4845,-336.1125917340292,-0.11259173447325566,1.7208454105552278,336.1125917340292,195.3182951079743,1.7028628872847826,0.1,314,0.06480908152734778,0.7915108849986356,1.7936931662856685,58.85278778287394,20.999999999972246,0.11831670080914825,177.48973607577577,3,True,,,,,,,,,
20,4,22,False,1c4f5018e652,4845,-336.1369094457891,-0.13690944634356583,1.6910525296603396,336.1369094457891,198.77378351653257,1.6153671576148672,0.1,513,0.10588235294117647,0.838015569669705,1.6629350762648032,51.06699753714901,20.999999999965347,0.17956385770188865,116.95003810192962,3,True,,,,,,,,,
20,4,23,False,8fe0953a0cf9,4845,-335.87334511782814,0.12665488180147122,1.3286578259947532,335.87334511782814,252.7914550658391,1.2156907805941704,0.1,1108,0.22868937048503613,0.2460319577769245,1.6695636250984451,117.09652569922162,20.99999999997685,0.13180414304993482,159.327313345688,3,True,,,,,,,,,
20,4,24,False,e159a80a2c3f,4845,-335.9227875592527,0.07721244037691122,2.2083490194161755,335.9227875592527,152.1148987799316,1.6363715678330268,0.1,405,0.08359133126934984,0.7977013896702164,1.8350506483217914,63.393258538785915,20.99999999997685,0.1878359462274029,111.79968702344799,3,True,,,,,,,,,
20,4,25,False,c16015ac517d,4845,-335.8173698189315,0.1826301806244146,2.618320976514042,335.8173698189315,128.2567618069612,1.4143634710241157,0.1,74,0.015273477812177503,0.5942680755555726,1.7748987965323353,83.4743504879894,20.999999999972246,0.1946105151011105,107.9078383254966,3,True,,,,,,,,,
20,4,26,False,cf1a6100b2a0,4845,-335.98868574713765,0.011314252307897732,1.8827547299609932,335.98868574713765,178.45589783970354,1.3563019577238251,0.1,823,0.1698658410732714,0.5842001315877011,1.532021095068376,69.88273946543056,20.999999999965347,0.168465283722584,124.6547629038311,3,True,,,,,,,,,
20,4,27,False,25f5cde5e44d,4845,-335.89488535628726,0.10511464307677443,1.9893980281260042,335.89488535628726,168.84247425976255,1.2342855627025158,0.1,219,0.04520123839009288,0.43784147612068,1.4352305562339314,80.80699558126805,20.999999999960252,0.19690712886348194,106.64926212255018,3,True,,,,,,,,,
20,4,28,False,26ec6dbbb02f,4845,-335.92391322575645,0.07608677387315765,2.0012023565118398,335.92391322575645,167.86104220428896,1.311760262691747,0.1,583,0.12033023735810114,0.5292981421004713,1.8976462071016849,104.31388294941544,20.99999999997685,0.1490402210193993,140.9015623859244,3,True,,,,,,,,,
20,4,29,False,c9a640817ddb,4845,-335.51736248570535,0.48263751369609054,3.1916414880275283,335.51736248570535,105.12376272344392,1.2869613430760585,0.1,35,0.007223942208462332,0.8342628804757837,1.5967499799094678,59.24708644404261,20.99999999996259,0.31462572310897313,66.74597293714943,3,True,,,,,,,,,
