n_assets,penalty_label,shots,runs,Q_tau_final_median,Q_opt_final_median,Q_tau_initial_median,Q_opt_initial_median,Q_tau_uniform_all_median,Q_tau_uniform_F_median,Q_opt_uniform_all_median,Q_opt_uniform_F_median,final_beats_uniform_F_rate,final_beats_uniform_F_runs_opt,final_beats_uniform_F_runs_alt
12,Amargin,10,50,0.07166552571859058,0.07166552571859058,0.03205887535022223,0.027277671240290347,0.0024387257864690835,0.1415911014723728,0.0024387257864690835,0.1415911014723728,0.16,7,6
12,Amargin,100,50,0.5245955452587361,0.5245955452587361,0.27803557703450993,0.2416144192887324,0.02412135868711446,0.7827588415132014,0.02412135868711446,0.7827588415132014,0.16,7,6
12,Amargin,1000,50,0.9994077904224966,0.9994077904224966,0.9612930314259688,0.9370461659873128,0.21664588585949446,0.9999997658893877,0.21664588585949446,0.9999997658893877,0.16,7,6
12,Amargin,10000,50,1.0,1.0,0.9999999999999876,0.9999999999989948,0.9129875721552416,1.0,0.9129875721552416,1.0,0.0,7,6
12,Aheur,10,50,0.026664271604783574,0.025548919273264303,0.017388553387306216,0.01663465315401641,0.0024387257864690835,0.1415911014723728,0.0024387257864690835,0.1415911014723728,0.0,0,0
12,Aheur,100,50,0.23679413299409063,0.22803001225926478,0.1608898753966012,0.1544311018133636,0.02412135868711446,0.7827588415132014,0.02412135868711446,0.7827588415132014,0.0,0,0
12,Aheur,1000,50,0.9327148035071122,0.9248369838264356,0.8269120902637463,0.813151306155471,0.21664588585949446,0.9999997658893877,0.21664588585949446,0.9999997658893877,0.0,0,0
12,Aheur,10000,50,0.999999999997419,0.999999999994245,0.9999999754345779,0.9999999481311084,0.9129875721552416,1.0,0.9129875721552416,1.0,0.0,0,0
16,Amargin,10,50,0.010843144104634606,0.007740995278499696,0.00506206927019226,0.0033003210989962506,0.0002288556444084575,0.02643003385636926,0.0001525774136723498,0.017714329137449757,0.04,2,1
16,Amargin,100,50,0.10315778104365991,0.07476766838286603,0.04948258582790216,0.03251417171418658,0.0022859396634860732,0.23222190528700026,0.0015247269688252072,0.16366920587598202,0.04,2,1
16,Amargin,1000,50,0.6583661282785397,0.5402314651310949,0.39796676807713677,0.2812316004743774,0.02260007390208666,0.9023268515324634,0.015143078261349174,0.8325901989735831,0.04,2,1
16,Amargin,10000,50,0.999942042239464,0.9995748839694477,0.9937169627510923,0.9619821577301757,0.20226359003347624,0.999999991354725,0.1415175614212521,0.9999999827094502,0.04,2,1
16,Aheur,10,50,0.0050097154819815914,0.00405811508958176,0.0012601047353401618,0.0006309352097735865,0.0002288556444084575,0.02643003385636926,0.0001525774136723498,0.017714329137449757,0.0,0,0
16,Aheur,100,50,0.04898267845151799,0.039848040434806165,0.012529833050671901,0.006291468638033093,0.0022859396634860732,0.23222190528700026,0.0015247269688252072,0.16366920587598202,0.0,0,0
16,Aheur,1000,50,0.39481683069968126,0.33411424238168347,0.11846443619858599,0.06116302772451948,0.02260007390208666,0.9023268515324634,0.015143078261349174,0.8325901989735831,0.0,0,0
16,Aheur,10000,50,0.9934063578977661,0.9828605349292826,0.7166009538278882,0.4680119920433145,0.20226359003347624,0.999999991354725,0.1415175614212521,0.9999999827094502,0.0,0,0
20,Amargin,10,50,0.0019129757227494548,0.0008175795842638722,0.0005637463221139227,0.0002180862645587145,2.860986114964352e-05,0.006174725808912514,9.536702236905002e-06,0.002062067530338662,0.04,2,0
20,Amargin,100,50,0.018965911271477398,0.008145781690995668,0.0056231831186912,0.0021787235752426803,0.0002860617807194629,0.060059480348154344,9.536292978210036e-05,0.020430378183014807,0.04,2,0
20,Amargin,1000,50,0.1742638761386046,0.07853584242342115,0.054830038079458854,0.02157486034779288,0.0028569382044397393,0.46172560817769415,0.0009532201678953594,0.1865083786494737,0.04,2,0
20,Amargin,10000,50,0.8526185338106564,0.5586486347158164,0.43101646538587457,0.19596267329490896,0.02820487201884075,0.9979580872107088,0.009491417149575684,0.8730797723776871,0.04,2,0
20,Aheur,10,50,0.0010334372638098888,0.00034743734483883015,0.0003730554953660925,0.00018156165230431842,2.860986114964352e-05,0.006174725808912514,9.536702236905002e-06,0.002062067530338662,0.0,0,0
20,Aheur,100,50,0.010286441204419294,0.003468946404593831,0.0037242985115341076,0.0018141338317577693,0.0002860617807194629,0.060059480348154344,9.536292978210036e-05,0.020430378183014807,0.0,0,0
20,Aheur,1000,50,0.09823084849963554,0.03415293135455166,0.036624975808394244,0.01799395375856655,0.0028569382044397393,0.46172560817769415,0.0009532201678953594,0.1865083786494737,0.0,0,0
20,Aheur,10000,50,0.6443922822900604,0.2935463588730883,0.3114209112736423,0.16604691247190106,0.02820487201884075,0.9979580872107088,0.009491417149575684,0.8730797723776871,0.0,0,0
