spec_version,n_assets,n_select,instance,instance_digest,tickers,feasible_set_size,f_star,f_max_feasible,delta_F,f_bar_feasible,optimum_index,n_optimal_ties,a_crit,a_crit_binding_m,a_crit_is_zero,a_heur,a_heur_over_crit,a_margin,a_margin_target,eps_A,cardinality_minima,count_within_tau_main,count_within_tau_alt,P_F_uniform_all,P_tau_main_uniform_all,P_tau_main_uniform_F,P_opt_uniform_all,P_opt_uniform_F,reference_seconds,data_start,data_end
e1-v1,12,2,0,941157873a8b,4063.T 4502.T 6758.T 6861.T 6902.T 6954.T 7203.T 7267.T 8035.T 8306.T 9432.T 9984.T,66,-0.25261168083239516,0.39640305800592135,0.6490147388383165,0.1223997236127995,1028,1,0.01071663840056869,1,False,12.999999999979208,1213.066963170965,0.19822334062316602,-0.06510597860979783,1e-06,0 -0.26332831923296385 -0.25261168083239516 -0.1558207318977729 -0.0052075779775109243 0.39001445436816096 0.99285750615431589 1.7347440580116285 2.7375811961384207 3.9397086629635063 5.380767094635492 7.0603471139049869 9.2760950942214251,1,1,0.01611328125,0.000244140625,0.015151515151515152,0.000244140625,0.015151515151515152,0.002256489358842373,2023-08-06,2026-08-05
e1-v1,12,2,1,3798cace2ea7,4063.T 4519.T 4568.T 6367.T 6501.T 6861.T 6954.T 6971.T 7011.T 7733.T 8766.T 9202.T,66,0.15347271196197812,0.8355831493500773,0.6821104373880992,0.5098742113122612,17,1,0.17571589589173636,1,False,12.999999999983347,73.98306188526632,0.3539176455668778,0.33167346163711964,1e-06,0 -0.022243183929758242 0.15347271196197812 0.50037416842735372 1.0514317905339876 1.8959337782549337 2.9359427914909575 4.2811777580730874 5.8440480914265169 7.6959493906118244 9.9375411193052603 12.724025616196435 15.875311568585085,1,1,0.01611328125,0.000244140625,0.015151515151515152,0.000244140625,0.015151515151515152,0.002160661853849888,2023-08-06,2026-08-05
e1-v1,16,3,0,514ae30a9bf6,4063.T 4502.T 6098.T 6501.T 6758.T 6861.T 6902.T 6954.T 7203.T 7267.T 8035.T 8306.T 8316.T 9432.T 9433.T 9984.T,560,-0.2671105968767471,1.0034000327491153,1.2705106296258624,0.26692440719290017,16394,1,0.04411181027848038,2,False,16.999999999972275,385.38431981481386,0.31113031231330396,-9.30948419234634e-05,1e-06,0 -0.26332831923296385 -0.31122240715522748 -0.2671105968767471 -0.15232144256321201 0.031143870511136207 0.35909882267397908 0.87997602276496067 1.613433759041639 2.511884612016424 3.551709819355851 4.8914424003963983 6.4194987749048442 8.1917826643185414 10.178167594526506 12.542721436853714 15.559235959826117,3,7,0.008544921875,4.57763671875e-05,0.005357142857142857,1.52587890625e-05,0.0017857142857142857,0.026309250853955746,2023-08-06,2026-08-05
e1-v1,16,3,1,f9598a6bfdd0,3407.T 4502.T 4519.T 4523.T 4901.T 6762.T 6861.T 6902.T 7011.T 7974.T 8058.T 8316.T 8766.T 9022.T 9201.T 9433.T,560,0.13112281842114482,1.4250420196381601,1.2939192012170153,0.7384455342038765,16401,1,0.16999090952598905,2,False,16.999999999977796,100.00534762347837,0.47365326741735486,0.43478417631251065,1e-06,0 -0.080525775346715733 -0.038868091104844238 0.13112281842114482 0.45461326828972826 0.90898320724793191 1.5176358741025795 2.2786731535679312 3.2246921261432049 4.3955747595991443 5.745275762583459 7.3158131299607962 9.051190927845866 11.3230224436542 14.139368232699127 17.364156134455907 21.080531992056109,1,3,0.008544921875,1.52587890625e-05,0.0017857142857142857,1.52587890625e-05,0.0017857142857142857,0.025230766274034977,2023-08-06,2026-08-05
e1-v1,20,4,0,88802fd9d289,4063.T 4502.T 4519.T 4661.T 6098.T 6501.T 6758.T 6861.T 6902.T 6954.T 7203.T 7267.T 7974.T 8035.T 8306.T 8316.T 9022.T 9432.T 9433.T 9984.T,4845,-0.15232144256321223,1.7773254549800575,1.9296468975432697,0.5936306054758315,278546,1,0.11478915431353487,3,False,20.999999999965347,182.94411284367501,0.4877661783330567,0.22065458145630962,1e-06,0 -0.26332831923296385 -0.31122240715522748 -0.2671105968767471 -0.15232144256321223 0.031143870511136207 0.29921436935943957 0.66296533639607014 1.1707430767671099 1.7999454225539704 2.5085271071495239 3.4455593612444044 4.5596802732394313 5.8041219590754363 7.205805275253466 8.8990679990387633 10.754840381575431 12.889037439464133 15.266457313505132 17.930176936483161 21.264748138853999,4,24,0.004620552062988281,3.814697265625e-06,0.000825593395252838,9.5367431640625e-07,0.0002063983488132095,0.3416855363175273,2023-08-06,2026-08-05
e1-v1,20,4,1,9f06c1dc6e9a,2914.T 4063.T 4502.T 4519.T 4568.T 4661.T 4901.T 5713.T 6501.T 6758.T 6857.T 6861.T 7267.T 7733.T 7832.T 7974.T 8031.T 8801.T 9201.T 9433.T,4845,-0.05194130964678845,1.6053710012407632,1.6573123108875516,0.7254456336552039,655873,1,0.06355171561411999,3,False,20.99999999997685,330.4395451333976,0.4522461872651161,0.3367521620042077,1e-06,0 -0.13940102914594438 -0.14553253768508545 -0.11549302526090843 -0.051941309646788447 0.17809599201638782 0.49533928460942667 0.88778017751054294 1.4223681045241934 2.0464670989699849 2.8227930310103169 3.7059109086151545 4.7173506300945611 5.8596112693651605 7.1647598948840816 8.5976844395786198 10.135538221688451 11.879370382284366 13.768297041702082 16.065518876299414 18.621552412978637,1,2,0.004620552062988281,9.5367431640625e-07,0.0002063983488132095,9.5367431640625e-07,0.0002063983488132095,0.34091642778366804,2023-08-06,2026-08-05
