n_assets,penalty_label,shots,runs,Q_tau_final_median,Q_opt_final_median,Q_tau_initial_median,Q_opt_initial_median,Q_tau_uniform_all_median,Q_tau_uniform_F_median,Q_opt_uniform_all_median,Q_opt_uniform_F_median,final_beats_uniform_F_rate,final_beats_uniform_F_runs_opt,final_beats_uniform_F_runs_alt
20,10xAcrit,100,150,0.008672096282531683,0.006267504555007686,0.00190607127678466,0.0011380038370334966,0.00019071685640812213,0.0404474454306457,9.536292978210036e-05,0.020430378183014807,0.006666666666666667,1,0
20,10xAcrit,1000,150,0.08341381134595183,0.06093646924247781,0.0188980499104206,0.011321935613206713,0.001905532614865598,0.338259584560454,0.0009532201678953594,0.1865083786494737,0.006666666666666667,1,0
20,10xAcrit,10000,150,0.5814636459226878,0.466719669093249,0.17369297633078806,0.10762155951107316,0.01889275622277957,0.9838981195612596,0.009491417149575684,0.8730797723776871,0.006666666666666667,1,0
20,Amargin,10,150,0.0011394541168177619,0.0008911032643791339,0.00028992910004438377,0.0002099485462866979,1.9073322619911345e-05,0.0041203073609808625,9.536702236905002e-06,0.002062067530338662,0.06666666666666667,11,8
20,Amargin,100,150,0.011336288333473166,0.008875383621058719,0.0028955099172065513,0.002097503035724424,0.00019071685640812213,0.0404474454306457,9.536292978210036e-05,0.020430378183014807,0.06666666666666667,11,8
20,Amargin,1000,150,0.10775090702922696,0.08529160283820786,0.02858058641272604,0.02077815436754249,0.001905532614865598,0.338259584560454,0.0009532201678953594,0.1865083786494737,0.06666666666666667,11,8
20,Amargin,10000,150,0.6801997891257309,0.5899559672359185,0.25170353522582234,0.18939182673210542,0.01889275622277957,0.9838981195612596,0.009491417149575684,0.8730797723776871,0.06666666666666667,11,8
20,Aheur,10,150,0.0006115430805345712,0.0003492436169415525,0.00018751044204468048,0.00018089644726537735,1.9073322619911345e-05,0.0041203073609808625,9.536702236905002e-06,0.002062067530338662,0.0,0,0
20,Aheur,100,150,0.006098628897667546,0.00348695257803755,0.0018735230019533144,0.0018074926241682387,0.00019071685640812213,0.0404474454306457,9.536292978210036e-05,0.020430378183014807,0.0,0,0
20,Aheur,1000,150,0.0593395225033449,0.03432743478821165,0.018578062417446917,0.017928616289478116,0.001905532614865598,0.338259584560454,0.0009532201678953594,0.1865083786494737,0.0,0,0
20,Aheur,10000,150,0.45758839017557523,0.29482170923872675,0.17099409679576044,0.16549188454291802,0.01889275622277957,0.9838981195612596,0.009491417149575684,0.8730797723776871,0.0,0,0
