n_assets,instance,penalty_label,penalty,n_select,delta_F,max_abs_Q,max_abs_Q_objective,max_abs_Q_penalty,qubo_ratio_objective_over_max,s_H,s_H_objective_only,s_H_penalty_only,ising_ratio_objective_over_s_H,epsilon_F,delta_F_over_A
16,3,Amargin,0.3007600644778749,3,1.7607173941878844,1.643201351535319,0.5376305660860391,1.5038003223893748,0.32718483683311606,2.3224838144427817,0.8186834920534076,1.5038003223893748,0.3525034219667227,0.7581182625422609,5.854226016490995
16,3,1.1xAcrit,0.033043463666594844,3,1.7607173941878844,0.6037174934192288,0.5376305660860391,0.1652173183329742,0.8905333569863975,0.9839008103863819,0.8186834920534076,0.16521731833297423,0.8320792943873145,1.7895273340576308,53.284892042594024
16,4,Aheur,16.999999999977796,3,0.7426115576466197,85.1992849069643,0.28609593127266736,84.99999999988898,0.0033579616493856455,85.57504071063161,0.5750407107426354,84.999999999889,0.006719724652975758,0.008677898970071535,0.04368303280279939
16,4,Amargin,0.25206565047481155,3,0.7426115576466197,1.4596131594493693,0.28609593127266736,1.260328252374058,0.19600805146248163,1.8353689631166932,0.5750407107426354,1.260328252374058,0.3133106870054848,0.4046115917671232,2.946103748161543
16,4,1.1xAcrit,0.07524893233278247,3,0.7426115576466197,0.575529568739224,0.28609593127266736,0.37624466166391235,0.4971003173640574,0.9512853724065478,0.5750407107426354,0.37624466166391246,0.604488124618069,0.7806401519325078,9.86873214841745
16,5,Aheur,16.99999999996662,3,1.610017545529923,85.24967181660462,0.4613530170312726,84.9999999998331,0.005411786429204903,85.9101865406755,0.9101865408424109,84.99999999983311,0.010594628850112775,0.018740705967011672,0.09470691444312261
16,5,Amargin,0.5130221373337467,3,1.610017545529923,2.8147825034402616,0.4613530170312726,2.565110686668733,0.16390361119106053,3.4752972275111444,0.9101865408424109,2.5651106866687328,0.2619017831445302,0.4632747762650929,3.138300335142313
16,5,1.1xAcrit,0.12863469360398946,3,1.610017545529923,0.8928452847914758,0.4613530170312726,0.6431734680199475,0.5167222416804516,1.553360008862358,0.9101865408424109,0.6431734680199475,0.5859469380243726,1.0364741826391293,12.516199949031403
16,6,Aheur,16.999999999970072,3,1.2989877093544622,85.14977491124631,0.5937590490252116,84.99999999985036,0.006973113547793886,86.11845646842696,1.1184564685765914,84.99999999985036,0.012987418893029554,0.0150837319039816,0.07641104172686759
16,6,Amargin,0.5156378346956627,3,1.2989877093544622,2.7279640848742615,0.5937590490252116,2.5781891734783136,0.21765647587423403,3.6966456420549045,1.1184564685765914,2.5781891734783136,0.302559827713121,0.35139632930365927,2.5191861844682992
16,6,1.1xAcrit,0.23829906279802526,3,1.2989877093544622,1.3412702253860742,0.5937590490252116,1.1914953139901265,0.44268413462641554,2.3099517825667175,1.1184564685765914,1.1914953139901265,0.4841903961016067,0.5623440797154146,5.451081905661723
16,7,Aheur,16.999999999970072,3,2.147336970081568,85.17113465670494,0.7047400139677017,84.99999999985036,0.008274399734232288,86.33764330579764,1.337643305947275,84.99999999985036,0.015493164449827544,0.024871387356219077,0.1263139394167852
16,7,Amargin,0.6458038787300585,3,2.147336970081568,3.4001540505048644,0.7047400139677017,3.2290193936502924,0.20726708363788984,4.566662699597567,1.337643305947275,3.2290193936502924,0.2929148469986963,0.470220182951283,3.3250605033593175
16,7,1.1xAcrit,0.19345657093535354,3,2.147336970081568,1.1384175115313395,0.7047400139677017,0.9672828546767678,0.6190523308269585,2.3049261606240425,1.337643305947275,0.9672828546767677,0.5803410663641899,0.9316293974034255,11.099839926342607
16,8,Aheur,16.999999999970072,3,1.5971019834788724,85.17901060090635,0.5400959299623584,84.99999999985036,0.006340716171180926,85.89118908516569,0.891189085315343,84.99999999985036,0.010375791682563406,0.01859447983535611,0.09394717549892259
