spec_version,arm,backend,precision,n_assets,n_select,instance,instance_digest,qaoa_seed,e1_run_id,penalty_label,penalty,p_layers,angles,f_star,delta_F,feasible_set_size,data_start,data_end,batch,task_arn,execution_ms,shots,feasible_shots,distinct_shots,best_all_index,best_all_cardinality,best_all_feasible,best_all_E,best_all_f,energy_no_offset_solver,best_shot_scorer_agrees,feasible_shot_fraction,best_feasible_index,f_best_feasible,g_F,g_off,rank_best_feasible,rank_ties,is_optimal,within_tau_main,within_tau_alt,sharpe_best_feasible,return_best_feasible,volatility_best_feasible,shots_within_tau_main,shots_optimal
e4a-v1,sv1,braket_sv1,double,12,2,1,3798cace2ea7,42,N12_i01_Aheur_s42,Aheur,12.999999999983347,2,2.2548321852968618 1.3964072519323973 2.7962367287547587 2.0867076840383003,0.15347271196197812,0.6821104373880992,66,2023-08-06,2026-08-05,9,arn:aws:braket:us-east-1:000000000000:quantum-task/21fcf0af-482c-4acf-9282-399d8c0b67ad,15.0,1000,176,634,17,2,True,-51.846527287971405,0.15347271196197812,,,0.176,17,0.15347271196197812,0.0,0.0,1,1,True,True,True,0.8071062374637792,0.172876351205122,0.21295381354655352,1,1
e4a-v1,sv1,braket_sv1,double,12,2,1,3798cace2ea7,43,N12_i01_Aheur_s43,Aheur,12.999999999983347,2,1.8320385937237138 0.00059987955034510433 -0.045127650519484704 2.9833103641215408,0.15347271196197812,0.6821104373880992,66,2023-08-06,2026-08-05,0,arn:aws:braket:us-east-1:000000000000:quantum-task/d25a1a10-9918-4247-a064-809c82d5f8cc,16.0,1000,7,851,2049,2,True,-51.6511514058125,0.3488485941208853,,,0.007,2049,0.3488485941208853,0.28642851868244396,0.0037683504060692444,11,1,False,False,False,0.42242913932384,0.10134659285682206,0.23754656939017402,0,0
e4a-v1,sv1,braket_sv1,double,12,2,1,3798cace2ea7,43,N12_i01_Aheur_s43,Aheur,12.999999999983347,2,1.8320385937237138 0.00059987955034510433 -0.045127650519484704 2.9833103641215408,0.15347271196197812,0.6821104373880992,66,2023-08-06,2026-08-05,1,arn:aws:braket:us-east-1:000000000000:quantum-task/d91c0f6b-f873-4e17-b136-317177348245,16.0,1000,10,849,24,2,True,-51.79306998559736,0.20693001433602265,,,0.01,24,0.20693001433602265,0.07837045065420839,0.0010310681384141003,3,1,False,False,False,1.5910944783780911,0.522570631365531,0.32780619784263393,0,0
e4a-v1,sv1,braket_sv1,double,12,2,1,3798cace2ea7,43,N12_i01_Aheur_s43,Aheur,12.999999999983347,2,1.8320385937237138 0.00059987955034510433 -0.045127650519484704 2.9833103641215408,0.15347271196197812,0.6821104373880992,66,2023-08-06,2026-08-05,2,arn:aws:braket:us-east-1:000000000000:quantum-task/5e1b4890-ca14-4773-9678-00eed75173e3,16.0,1000,13,853,1025,2,True,-51.69300203420312,0.3069979657302665,,,0.013,1025,0.3069979657302665,0.22507389618044707,0.0029611482542613193,9,1,False,False,False,0.5903154178059283,0.1436147419247413,0.24159074559632662,0,0
e4a-v1,sv1,braket_sv1,double,12,2,1,3798cace2ea7,43,N12_i01_Aheur_s43,Aheur,12.999999999983347,2,1.8320385937237138 0.00059987955034510433 -0.045127650519484704 2.9833103641215408,0.15347271196197812,0.6821104373880992,66,2023-08-06,2026-08-05,3,arn:aws:braket:us-east-1:000000000000:quantum-task/b8c6b0ed-8ea8-4b94-93c9-8ea392381e46,16.0,1000,8,820,9,2,True,-51.80449996392249,0.1955000360109007,,,0.008,9,0.1955000360109007,0.0616136650977683,0.0008106102037555965,2,1,False,False,False,1.2926724802368494,0.37087155768981794,0.28612936636668274,0,0
e4a-v1,sv1,braket_sv1,double,12,2,1,3798cace2ea7,43,N12_i01_Aheur_s43,Aheur,12.999999999983347,2,1.8320385937237138 0.00059987955034510433 -0.045127650519484704 2.9833103641215408,0.15347271196197812,0.6821104373880992,66,2023-08-06,2026-08-05,4,arn:aws:braket:us-east-1:000000000000:quantum-task/33ed15da-2bfa-4d3d-b93d-0e062a9c93d9,15.0,1000,3,846,1040,2,True,-51.73316457974108,0.2668354201923049,,,0.003,1040,0.2668354201923049,0.1661940677295735,0.002186505329482836,6,1,False,False,False,1.0537754708630322,0.2953138156004542,0.27929461610964806,0,0
e4a-v1,sv1,braket_sv1,double,12,2,1,3798cace2ea7,43,N12_i01_Aheur_s43,Aheur,12.999999999983347,2,1.8320385937237138 0.00059987955034510433 -0.045127650519484704 2.9833103641215408,0.15347271196197812,0.6821104373880992,66,2023-08-06,2026-08-05,5,arn:aws:braket:us-east-1:000000000000:quantum-task/6c975ad7-c264-4cf1-b72d-eeb14184202c,16.0,1000,11,822,17,2,True,-51.846527287971405,0.15347271196197812,,,0.011,17,0.15347271196197812,0.0,0.0,1,1,True,True,True,0.8071062374637792,0.172876351205122,0.21295381354655352,1,1
e4a-v1,sv1,braket_sv1,double,12,2,1,3798cace2ea7,43,N12_i01_Aheur_s43,Aheur,12.999999999983347,2,1.8320385937237138 0.00059987955034510433 -0.045127650519484704 2.9833103641215408,0.15347271196197812,0.6821104373880992,66,2023-08-06,2026-08-05,6,arn:aws:braket:us-east-1:000000000000:quantum-task/05bf5dcb-fe30-4db0-b2e8-fd525e435eb5,37.0,1000,9,852,3,2,True,-51.75324429258867,0.2467557073447189,,,0.009,3,0.2467557073447189,0.13675644040858698,0.0017992139543815272,4,1,False,False,False,0.8711776307742315,0.22107028411410232,0.2526124137491017,0,0
e4a-v1,sv1,braket_sv1,double,12,2,1,3798cace2ea7,43,N12_i01_Aheur_s43,Aheur,12.999999999983347,2,1.8320385937237138 0.00059987955034510433 -0.045127650519484704 2.9833103641215408,0.15347271196197812,0.6821104373880992,66,2023-08-06,2026-08-05,7,arn:aws:braket:us-east-1:000000000000:quantum-task/4354e934-49fa-488c-b3b7-5f7c52101d0b,15.0,1000,5,817,1040,2,True,-51.73316457974108,0.2668354201923049,,,0.005,1040,0.2668354201923049,0.1661940677295735,0.002186505329482836,6,1,False,False,False,1.0537754708630322,0.2953138156004542,0.27929461610964806,0,0
e4a-v1,sv1,braket_sv1,double,12,2,1,3798cace2ea7,43,N12_i01_Aheur_s43,Aheur,12.999999999983347,2,1.8320385937237138 0.00059987955034510433 -0.045127650519484704 2.9833103641215408,0.15347271196197812,0.6821104373880992,66,2023-08-06,2026-08-05,8,arn:aws:braket:us-east-1:000000000000:quantum-task/1163db7a-b951-40ce-bb8b-2373c2acc610,15.0,1000,6,844,130,2,True,-51.51442042335291,0.48557957658048,,,0.006,130,0.48557957658048,0.4868813705449044,0.006405575879246053,29,1,False,False,False,1.2519007701062612,0.4483880425129416,0.35736701597760606,0,0
