n_assets,treatment,control,penalty_label,field,pairs,pairs_dropped,instances,instance_median_diff,ci95_low,ci95_high,instances_treatment_better,instances_worse,instances_tied,instance_median_abs_diff,instance_iqr_diff,instance_p95_abs_diff,instance_max_abs_diff,direction
16,lbfgs_100grad,adam_0.1,Aheur,final_P_opt,50,0,10,1.6042852735154156e-07,1.3300507362146163e-07,1.6547525660826068e-07,9,1,0,1.618946043890901e-07,2.9535101475630654e-08,9.052623973104783e-05,0.0001644531475903932,better
16,lbfgs_100grad,adam_0.1,Aheur,g_F,41,9,10,-0.0005688959559562349,-0.01096832428695221,0.036384443364196446,5,5,0,0.0138826880483402,0.0254470292762045,0.06668013273096379,0.07180519707823925,better
16,lbfgs_100grad,adam_0.1,Aheur,rank_best_feasible,41,9,10,0.0,-1.0,2.512499999999932,5,5,0,1.0,2.875,4.049999999999999,4.5,equal
16,lbfgs_100grad,adam_0.1,Aheur,objective_evaluations,50,0,10,3.0,-14.0,15.0,5,5,0,14.5,27.75,19.299999999999994,22.0,worse
16,lbfgs_100grad,adam_0.1,Aheur,gradient_evaluations,50,0,10,3.0,-14.0,15.0,5,5,0,14.5,27.75,19.299999999999994,22.0,worse
16,lbfgs_100grad,adam_0.1,Aheur,optimisation_seconds,50,0,10,4.701126749161631,-2.078454823233187,8.794328301213682,4,6,0,5.442371929064393,10.55176603468135,10.888849370414388,12.317526868544519,worse
16,lbfgs_100grad,adam_0.1,Amargin,best_expectation,50,0,10,-0.021206140518188477,-0.02374875545501709,-0.011735200881958008,10,0,0,0.021206140518188477,0.004216909408569336,0.027237820625305168,0.029925823211669922,better
16,lbfgs_100grad,adam_0.1,Amargin,best_expectation_by_50,50,0,10,-0.019251763820648193,-0.02160090208053589,-0.008455276489257812,10,0,0,0.019251763820648193,0.012277960777282715,0.023860806226730348,0.023952484130859375,better
16,lbfgs_100grad,adam_0.1,Amargin,expectation_at_final_angles,50,0,10,-0.03211832046508789,-0.03286409378051758,-0.026351451873779297,10,0,0,0.03211832046508789,0.005201250314712524,0.03347300887107849,0.03349602222442627,better
16,lbfgs_100grad,adam_0.1,Amargin,final_P_F,50,0,10,0.001325690007064395,0.0010501334991772637,0.041866384041981064,9,1,0,0.004917599034428122,0.025017926101902788,0.09226011963308307,0.10039640167249786,better
