spec_version,run_id,n_assets,n_select,instance,instance_digest,penalty_label,penalty,a_crit,a_over_crit,a_margin,a_heur,qaoa_seed,backend,precision,p_layers,steps,optimizer,stepsize,f_star,delta_F,feasible_set_size,data_start,data_end,status,error,shots,feasible_shots,distinct_shots,best_all_index,best_all_cardinality,best_all_feasible,best_all_E,best_all_f,energy_no_offset_solver,best_shot_scorer_agrees,feasible_shot_fraction,best_feasible_index,f_best_feasible,g_F,g_off,rank_best_feasible,rank_ties,is_optimal,within_tau_main,within_tau_alt,sharpe_best_feasible,return_best_feasible,volatility_best_feasible,shots_within_tau_main,shots_optimal,sharpe_optimum,deflation_D,abs_E_star,final_probs_sum,final_P_F,final_P_opt,final_P_tau_main,final_P_tau_alt,final_expected_f,final_expected_violation,final_Q_tau_main_10,final_Q_opt_10,final_Q_tau_main_100,final_Q_opt_100,final_Q_tau_main_1000,final_Q_opt_1000,final_Q_tau_main_10000,final_Q_opt_10000,initial_probs_sum,initial_P_F,initial_P_opt,initial_P_tau_main,initial_P_tau_alt,initial_expected_f,initial_expected_violation,initial_Q_tau_main_10,initial_Q_opt_10,initial_Q_tau_main_100,initial_Q_opt_100,initial_Q_tau_main_1000,initial_Q_opt_1000,initial_Q_tau_main_10000,initial_Q_opt_10000,hamiltonian_scale,final_expectation,expectation_at_final_angles,best_expectation,best_expectation_step,best_expectation_by_50,best_expectation_by_100,objective_evaluations,gradient_evaluations,initial_angles,final_angles,optimisation_seconds,sampling_seconds,state_seconds,runtime_s,evaluation_seconds
e1-v2,N12_i00_Aheur_s42,12,2,0,941157873a8b,Aheur,12.999999999979208,0.01071663840056869,1213.066963170965,0.19822334062316602,12.999999999979208,42,lightning_gpu,single,2,100,adam_0.03,0.03,-0.25261168083239516,0.6490147388383165,66,2023-08-06,2026-08-05,ok,,1000,195,624,1028,2,True,-52.252611680749226,-0.25261168083239516,-52.25261168074922,True,0.195,1028,-0.25261168083239516,0.0,0.0,1,1,True,True,True,1.3218756853432454,0.3043831643149789,0.229509603420991,7,7,1.3218756853432454,80.51067033435503,52.252611680749226,0.9999983410680215,0.18505781050771475,0.002631917130202055,0.002631917130202055,0.002631917130202055,1.5149485271529435,12.926720181363635,0.02600963455813643,0.02600963455813643,0.23167209038968228,0.23167209038968228,0.9283087599015231,0.9283087599015231,0.9999999999964135,0.9999999999964135,0.9999987254332154,0.11304889840539545,0.0016602466348558664,0.0016602466348558664,0.0016602466348558664,1.9290688999262837,17.57221278230645,0.01647897506642293,0.01647897506642293,0.15309151580657687,0.15309151580657687,0.8101700052141562,0.8101700052141562,0.9999999392357197,0.9999999392357197,52.55393699499583,-1.5170451402664185,-1.5170373916625977,-1.5170562267303467,98,-1.5152199268341064,-1.5170562267303467,100,100,2.4314546363447995 1.3787772821439981 2.6973649175810768 2.1908462769412909,2.2444765167683736 1.3932087264285973 2.7959546688310759 2.0889266871180787,20.766787332482636,0.036291434429585934,0.09106527268886566,20.803078766912222,0.0016208654269576073
e1-v2,N12_i00_Aheur_s43,12,2,0,941157873a8b,Aheur,12.999999999979208,0.01071663840056869,1213.066963170965,0.19822334062316602,12.999999999979208,43,lightning_gpu,single,2,100,adam_0.03,0.03,-0.25261168083239516,0.6490147388383165,66,2023-08-06,2026-08-05,ok,,1000,11,836,1088,2,True,-52.007801302424085,-0.007801302507254748,-52.007801302424085,True,0.011,1088,-0.007801302507254748,0.37720311061553247,0.004685131909211972,15,1,False,False,False,0.7603219566008433,0.18943012198074533,0.2478293837825705,0,0,1.3218756853432454,80.51067033435503,52.252611680749226,0.9999995448215486,0.010633918471285142,0.00016038602916523814,0.00016038602916523814,0.00016038602916523814,1.96773463825393,15.578040633870842,0.00160270322107392,0.00160270322107392,0.01591193525065171,0.01591193525065171,0.14819605691224536,0.14819605691224536,0.7989072277247968,0.7989072277247968,1.0000005665060598,0.2215427365154028,0.0033561328891664743,0.0033561328891664743,0.0033561328891664743,2.3450475490473313,21.8980077522574,0.03305897536534341,0.03305897536534341,0.2855038954130875,0.2855038954130875,0.9653264224404678,0.9653264224404678,0.9999999999999974,0.9999999999999974,52.55393699499583,-0.8525930047035217,-0.8525834083557129,-0.8525930047035217,99,-0.8521674871444702,-0.8525930047035217,100,100,2.0492585716432195 0.13752423515278736 0.062924802978478217 2.6364640840167701,1.874211997818956 -0.021041584997484458 0.12140510718682508 2.8084551941147282,21.257130274549127,0.03053323458880186,0.08564479649066925,21.28766350913793,0.00135736633092165
e1-v2,N12_i00_Aheur_s44,12,2,0,941157873a8b,Aheur,12.999999999979208,0.01071663840056869,1213.066963170965,0.19822334062316602,12.999999999979208,44,lightning_gpu,single,2,100,adam_0.03,0.03,-0.25261168083239516,0.6490147388383165,66,2023-08-06,2026-08-05,ok,,1000,480,237,1028,2,True,-52.252611680749226,-0.25261168083239516,-52.25261168074922,True,0.48,1028,-0.25261168083239516,0.0,0.0,1,1,True,True,True,1.3218756853432454,0.3043831643149789,0.229509603420991,13,13,1.3218756853432454,80.51067033435503,52.252611680749226,1.000000308444779,0.4919980834238231,0.007537717930972576,0.007537717930972576,0.007537717930972576,0.15730366571413285,0.659837502432076,0.07287112649612237,0.07287112649612237,0.5307534752942948,0.5307534752942948,0.9994823804764148,0.9994823804764148,1.0,1.0,1.0000004935645848,0.11896329908631742,0.001821970334276557,0.001821970334276557,0.001821970334276557,1.3455117267230983,11.752967032582092,0.01807104589850772,0.01807104589850772,0.1667013803687628,0.1667013803687628,0.8385616819804185,0.8385616819804185,0.9999999879755217,0.9999999879755217,52.55393699499583,-4.576326847076416,-4.577269554138184,-4.576326847076416,99,-4.323344707489014,-4.576326847076416,100,100,0.38505090477492371 0.8108861395016167 1.274766337564649 3.0447811714676671,0.21228340061976031 0.75827919697118218 0.50777958155087266 3.411262772112285,21.358739409595728,0.030559968203306198,0.08157438691705465,21.389299377799034,0.0013319309800863266
e1-v2,N12_i00_Aheur_s45,12,2,0,941157873a8b,Aheur,12.999999999979208,0.01071663840056869,1213.066963170965,0.19822334062316602,12.999999999979208,45,lightning_gpu,single,2,100,adam_0.03,0.03,-0.25261168083239516,0.6490147388383165,66,2023-08-06,2026-08-05,ok,,1000,116,569,1028,2,True,-52.252611680749226,-0.25261168083239516,-52.25261168074922,True,0.116,1028,-0.25261168083239516,0.0,0.0,1,1,True,True,True,1.3218756853432454,0.3043831643149789,0.229509603420991,1,1,1.3218756853432454,80.51067033435503,52.252611680749226,0.9999994774880179,0.11886042763944715,0.002027696231380105,0.002027696231380105,0.002027696231380105,1.227043994811559,10.479779534616682,0.020092939369521168,0.020092939369521168,0.18370174241996962,0.18370174241996962,0.8686322701996314,0.8686322701996314,0.9999999984693111,0.9999999984693111,1.000000907136382,0.06755057454574853,0.001034809509292245,0.001034809509292245,0.001034809509292245,2.5986586865560186,24.629574968536872,0.010300040442692726,0.010300040442692726,0.09835511108045769,0.09835511108045769,0.6448962555483828,0.6448962555483828,0.9999681174890016,0.9999681174890016,52.55393699499583,-2.1279044151306152,-2.1278061866760254,-2.1285083293914795,95,-2.0723166465759277,-2.1285083293914795,100,100,1.8005430614133757 1.660303899153966 2.3990779832738145 2.5500080338093531,1.6003673029493848 2.479468282772356 2.6645623507884091 2.4649338749655247,21.188137876801193,0.030753307044506073,0.08555053826421499,21.2188911838457,0.0013464326038956642
e1-v2,N12_i00_Aheur_s46,12,2,0,941157873a8b,Aheur,12.999999999979208,0.01071663840056869,1213.066963170965,0.19822334062316602,12.999999999979208,46,lightning_gpu,single,2,100,adam_0.03,0.03,-0.25261168083239516,0.6490147388383165,66,2023-08-06,2026-08-05,ok,,1000,296,248,1028,2,True,-52.252611680749226,-0.25261168083239516,-52.25261168074922,True,0.296,1028,-0.25261168083239516,0.0,0.0,1,1,True,True,True,1.3218756853432454,0.3043831643149789,0.229509603420991,5,5,1.3218756853432454,80.51067033435503,52.252611680749226,1.0000002554527043,0.29260509135201573,0.005026073195040226,0.005026073195040226,0.005026073195040226,0.15653717028504616,1.41529940367937,0.049139071101357956,0.049139071101357956,0.3958148802178544,0.3958148802178544,0.9935181309917213,0.9935181309917213,1.0,1.0,1.0000004891253411,0.011615844035986811,0.0001726314949337393,0.0001726314949337393,0.0001726314949337393,2.9484879453256134,28.414050952081197,0.0017249744930279975,0.0017249744930279975,0.0171164598368011,0.0171164598368011,0.15856490417089064,0.15856490417089064,0.8220875982198488,0.8220875982198488,52.55393699499583,-4.400198459625244,-4.390412330627441,-4.478049278259277,93,-0.557553231716156,-4.478049278259277,100,100,2.8450397427097829 0.24261512621431053 0.85630314278475539 1.9536009066557216,1.8069677993651425 -1.7929952707712233 1.5589463512520862 2.1401465390022416,21.238533701747656,0.0305414367467165,0.08111999277025461,21.269075138494372,0.0012913281098008156
e1-v2,N12_i00_Amargin_s42,12,2,0,941157873a8b,Amargin,0.19822334062316602,0.01071663840056869,18.49678352613326,0.19822334062316602,12.999999999979208,42,lightning_gpu,single,2,100,adam_0.03,0.03,-0.25261168083239516,0.6490147388383165,66,2023-08-06,2026-08-05,ok,,1000,441,278,1028,2,True,-1.0455050433250592,-0.25261168083239516,-1.0455050433250592,True,0.441,1028,-0.25261168083239516,0.0,0.0,1,1,True,True,True,1.3218756853432454,0.3043831643149789,0.229509603420991,5,5,1.3218756853432454,1.6109110945560774,1.0455050433250592,0.9999988783569302,0.45975621277466416,0.009570097550749779,0.009570097550749779,0.009570097550749779,0.22300742546130548,1.4696127466109508,0.09168300886248149,0.09168300886248149,0.6177263330448606,0.6177263330448606,0.9999333586440083,0.9999333586440083,1.0,1.0,0.999998708334541,0.19428754411637783,0.0001988208678085357,0.0001988208678085357,0.0001988208678085357,1.6294665068892236,12.765428231552175,0.0019864307826912286,0.0019864307826912286,0.019687679331102492,0.019687679331102492,0.1803194889344415,0.1803194889344415,0.8630865566206324,0.8630865566206324,1.3468303575716642,-4.104609489440918,-4.114096164703369,-4.104609489440918,99,-3.604893684387207,-4.104609489440918,100,100,2.4314546363447995 1.3787772821439981 2.6973649175810768 2.1908462769412909,0.8072831107823496 0.70379874264412301 2.1248599326599811 1.6782387355347326,21.341124800033867,0.030835816636681557,0.08510242588818073,21.37196061667055,0.001244126819074154
e1-v2,N12_i00_Amargin_s43,12,2,0,941157873a8b,Amargin,0.19822334062316602,0.01071663840056869,18.49678352613326,0.19822334062316602,12.999999999979208,43,lightning_gpu,single,2,100,adam_0.03,0.03,-0.25261168083239516,0.6490147388383165,66,2023-08-06,2026-08-05,ok,,1000,16,805,6,2,True,-0.991987232462618,-0.19909386996995387,-0.991987232462618,True,0.016,6,-0.19909386996995387,0.08246008551089888,0.051188476998864176,2,1,False,False,False,1.1763543666609393,0.2522455012773938,0.21357977527685781,0,0,1.3218756853432454,1.6109110945560774,1.0455050433250592,0.9999988911237381,0.013075824739644304,0.000235869170865044,0.000235869170865044,0.000235869170865044,1.8382391159238007,15.08446258306708,0.0023561897407302634,0.0023561897407302634,0.0233136372822611,0.0233136372822611,0.2101379684438397,0.2101379684438397,0.905482466662391,0.905482466662391,0.9999993937294747,0.10368476493749768,0.003290303749963641,0.003290303749963641,0.003290303749963641,1.9491955232879932,17.083975530642824,0.03242011307751258,0.03242011307751258,0.2807691272599747,0.2807691272599747,0.9629589566884877,0.9629589566884877,0.9999999999999951,0.9999999999999951,1.3468303575716642,-0.9110143184661865,-0.9110159277915955,-0.9110143184661865,99,-0.9105722308158875,-0.9110143184661865,100,100,2.0492585716432195 0.13752423515278736 0.062924802978478217 2.6364640840167701,2.2024446764235739 -0.040651452815484317 0.15119317545974748 2.7227390497451891,21.16670116689056,0.031493719667196274,0.08579810615628958,21.198194886557758,0.0014886204153299332
e1-v2,N12_i00_Amargin_s44,12,2,0,941157873a8b,Amargin,0.19822334062316602,0.01071663840056869,18.49678352613326,0.19822334062316602,12.999999999979208,44,lightning_gpu,single,2,100,adam_0.03,0.03,-0.25261168083239516,0.6490147388383165,66,2023-08-06,2026-08-05,ok,,1000,414,153,1028,2,True,-1.0455050433250592,-0.25261168083239516,-1.0455050433250592,True,0.414,1028,-0.25261168083239516,0.0,0.0,1,1,True,True,True,1.3218756853432454,0.3043831643149789,0.229509603420991,14,14,1.3218756853432454,1.6109110945560774,1.0455050433250592,0.9999996226089998,0.4394173996988684,0.013399070128798485,0.013399070128798485,0.013399070128798485,0.051876753377582324,0.8170140674177713,0.12619363378241122,0.12619363378241122,0.7404912266360009,0.7404912266360009,0.9999986147745922,0.9999986147745922,1.0,1.0,1.000001264430466,0.12332593882456422,0.002728606341406703,0.002728606341406703,0.002728606341406703,1.4383779077460996,12.447065051215759,0.026953451478511026,0.026953451478511026,0.23908496563463255,0.23908496563463255,0.9349328700351905,0.9349328700351905,0.9999999999986398,0.9999999999986398,1.3468303575716642,-4.336689472198486,-4.337208271026611,-4.336689472198486,99,-4.281027793884277,-4.336689472198486,100,100,0.38505090477492371 0.8108861395016167 1.274766337564649 3.0447811714676671,0.2970874289197315 0.97627174817440399 0.5190357281883603 3.416665433580599,21.241658717393875,0.03233420755714178,0.08567559439688921,21.273992924951017,0.0013041384518146515
e1-v2,N12_i00_Amargin_s45,12,2,0,941157873a8b,Amargin,0.19822334062316602,0.01071663840056869,18.49678352613326,0.19822334062316602,12.999999999979208,45,lightning_gpu,single,2,100,adam_0.03,0.03,-0.25261168083239516,0.6490147388383165,66,2023-08-06,2026-08-05,ok,,1000,59,554,1028,2,True,-1.0455050433250592,-0.25261168083239516,-1.0455050433250592,True,0.059,1028,-0.25261168083239516,0.0,0.0,1,1,True,True,True,1.3218756853432454,0.3043831643149789,0.229509603420991,3,3,1.3218756853432454,1.6109110945560774,1.0455050433250592,1.000000015123824,0.08015973197143467,0.0015290402807295322,0.0015290402807295322,0.0015290402807295322,1.8615333484238281,15.390431045031697,0.015185622254387354,0.015185622254387354,0.14188833783641353,0.14188833783641353,0.7835098990764032,0.7835098990764032,0.9999997738584164,0.9999997738584164,1.000000941915399,0.13479332547285594,0.004262568429112434,0.004262568429112434,0.004262568429112434,3.1121062671157205,28.969783817941774,0.041817282127665556,0.041817282127665556,0.34764599196631585,0.34764599196631585,0.9860416735824582,0.9860416735824582,1.0,1.0,1.3468303575716642,-0.8485166430473328,-0.8486939072608948,-0.8485166430473328,99,-0.7031022906303406,-0.8485166430473328,100,100,1.8005430614133757 1.660303899153966 2.3990779832738145 2.5500080338093531,1.8543075941966694 2.6571131548127909 2.5953973890082405 2.4322773445671722,21.291038680821657,0.030250955373048782,0.08317535370588303,21.321289636194706,0.001282721757888794
e1-v2,N12_i00_Amargin_s46,12,2,0,941157873a8b,Amargin,0.19822334062316602,0.01071663840056869,18.49678352613326,0.19822334062316602,12.999999999979208,46,lightning_gpu,single,2,100,adam_0.03,0.03,-0.25261168083239516,0.6490147388383165,66,2023-08-06,2026-08-05,ok,,1000,363,386,1028,2,True,-1.0455050433250592,-0.25261168083239516,-1.0455050433250592,True,0.363,1028,-0.25261168083239516,0.0,0.0,1,1,True,True,True,1.3218756853432454,0.3043831643149789,0.229509603420991,6,6,1.3218756853432454,1.6109110945560774,1.0455050433250592,1.000000454811925,0.3608118137344718,0.00380895659327507,0.00380895659327507,0.00380895659327507,0.43532789960553997,2.347003081028106,0.03744328647695527,0.03744328647695527,0.3172475390398479,0.3172475390398479,0.9779893563760063,0.9779893563760063,1.0,1.0,0.9999999284692507,0.11947683713515289,0.0054632145911455154,0.0054632145911455154,0.0054632145911455154,2.745484234859372,22.068894265423125,0.05330842502388278,0.05330842502388278,0.42179063485726376,0.42179063485726376,0.9958231275268664,0.9958231275268664,1.0,1.0,1.3468303575716642,-3.8254072666168213,-3.82732892036438,-3.835122585296631,88,-0.9143907427787781,-3.835122585296631,100,100,2.8450397427097829 0.24261512621431053 0.85630314278475539 1.9536009066557216,1.1383700982048257 0.69460193940733306 0.77113567951472473 2.7409392829523904,21.25340726133436,0.032185353338718414,0.08571330457925797,21.285592614673078,0.0012985551729798317
