sweep,n_assets,n_select,qaoa_seed,p_layers,energy_quantum,energy_classical,gap_pct,runtime_s,feasible,sharpe_ratio,classical_method,backend,precision,steps,shots,data_start,data_end
grid,16,3,45,3,-136.31122240693344,-153.26711059662722,11.062965905528664,46.69778356794268,False,1.4769921972761015,exact,lightning_gpu,single,100,1000,2023-08-06,2026-08-05
grid,16,3,46,3,-153.2608488673824,-153.26711059662722,0.004085500940441283,46.559034226462245,True,1.376780890762973,exact,lightning_gpu,single,100,1000,2023-08-06,2026-08-05
grid,16,3,42,4,-153.2265368799627,-153.26711059662722,0.0264725527261319,60.88112660031766,True,1.480960702092154,exact,lightning_gpu,single,100,1000,2023-08-06,2026-08-05
grid,16,3,43,4,-153.23187921152646,-153.26711059662722,0.022986918043676658,65.32061685621738,True,1.4578597337788786,exact,lightning_gpu,single,100,1000,2023-08-06,2026-08-05
grid,16,3,44,4,-153.2608488673824,-153.26711059662722,0.004085500940441283,65.03157115448266,True,1.376780890762973,exact,lightning_gpu,single,100,1000,2023-08-06,2026-08-05
grid,16,3,45,4,-153.1930687829476,-153.26711059662722,0.04830900340679958,64.60590925719589,True,1.4587373256270877,exact,lightning_gpu,single,100,1000,2023-08-06,2026-08-05
grid,16,3,46,4,-153.25712549949506,-153.26711059662722,0.00651483354340628,64.73277156148106,True,1.510671395866353,exact,lightning_gpu,single,100,1000,2023-08-06,2026-08-05
grid,16,3,42,1,-152.9263668456905,-153.26711059662722,0.22232020269078037,78.08937375061214,True,1.2251053735845314,exact,lightning_gpu,single,400,1000,2023-08-06,2026-08-05
grid,16,3,43,1,-152.77578197587144,-153.26711059662722,0.3205701594054794,78.48442088253796,True,0.9539604315218818,exact,lightning_gpu,single,400,1000,2023-08-06,2026-08-05
grid,16,3,44,1,-153.26711059662722,-153.26711059662722,0.0,75.07619201485068,True,1.3851408274006345,exact,lightning_gpu,single,400,1000,2023-08-06,2026-08-05
grid,16,3,45,1,-152.79989815241203,-153.26711059662722,0.3048354225485569,72.8940830854699,True,1.1699134925240489,exact,lightning_gpu,single,400,1000,2023-08-06,2026-08-05
grid,16,3,46,1,-153.01593856824644,-153.26711059662722,0.1638786217101859,73.51588331442326,True,0.8612063212683889,exact,lightning_gpu,single,400,1000,2023-08-06,2026-08-05
grid,16,3,42,2,-153.2608488673824,-153.26711059662722,0.004085500940441283,128.97143277339637,True,1.376780890762973,exact,lightning_gpu,single,400,1000,2023-08-06,2026-08-05
grid,16,3,43,2,-153.26711059662722,-153.26711059662722,0.0,129.21208935510367,True,1.3851408274006345,exact,lightning_gpu,single,400,1000,2023-08-06,2026-08-05
grid,16,3,44,2,-153.23187921152646,-153.26711059662722,0.022986918043676658,129.5114526450634,True,1.4578597337788786,exact,lightning_gpu,single,400,1000,2023-08-06,2026-08-05
grid,16,3,45,2,-153.24068946238307,-153.26711059662722,0.017238619649900953,129.389219423756,True,1.4919848850262931,exact,lightning_gpu,single,400,1000,2023-08-06,2026-08-05
grid,16,3,46,2,-153.2608488673824,-153.26711059662722,0.004085500940441283,129.13728687819093,True,1.376780890762973,exact,lightning_gpu,single,400,1000,2023-08-06,2026-08-05
grid,16,3,42,3,-153.1399787676223,-153.26711059662722,0.08294788654267314,185.0337852621451,True,1.3232592416726023,exact,lightning_gpu,single,400,1000,2023-08-06,2026-08-05
grid,16,3,43,3,-153.25712549949506,-153.26711059662722,0.00651483354340628,185.1717420918867,True,1.510671395866353,exact,lightning_gpu,single,400,1000,2023-08-06,2026-08-05
grid,16,3,44,3,-153.26711059662722,-153.26711059662722,0.0,184.34864303842187,True,1.3851408274006345,exact,lightning_gpu,single,400,1000,2023-08-06,2026-08-05
grid,16,3,45,3,-136.3072845601389,-153.26711059662722,11.065535176117255,184.40388969145715,False,1.4634666035522452,exact,lightning_gpu,single,400,1000,2023-08-06,2026-08-05
grid,16,3,46,3,-153.2265368799627,-153.26711059662722,0.0264725527261319,185.49123945552856,True,1.480960702092154,exact,lightning_gpu,single,400,1000,2023-08-06,2026-08-05
grid,16,3,42,4,-153.23187921152646,-153.26711059662722,0.022986918043676658,256.62470453605056,True,1.4578597337788786,exact,lightning_gpu,single,400,1000,2023-08-06,2026-08-05
grid,16,3,43,4,-153.26711059662722,-153.26711059662722,0.0,257.6594070540741,True,1.3851408274006345,exact,lightning_gpu,single,400,1000,2023-08-06,2026-08-05
grid,16,3,44,4,-153.26711059662722,-153.26711059662722,0.0,258.099786282517,True,1.3851408274006345,exact,lightning_gpu,single,400,1000,2023-08-06,2026-08-05
grid,16,3,45,4,-153.1399787676223,-153.26711059662722,0.08294788654267314,258.57347824331373,True,1.3232592416726023,exact,lightning_gpu,single,400,1000,2023-08-06,2026-08-05
grid,16,3,46,4,-153.2608488673824,-153.26711059662722,0.004085500940441283,254.76866347156465,True,1.376780890762973,exact,lightning_gpu,single,400,1000,2023-08-06,2026-08-05
