sweep,n_assets,n_select,qaoa_seed,p_layers,energy_quantum,energy_classical,gap_pct,runtime_s,feasible,sharpe_ratio,classical_method,backend,precision,steps,shots,data_start,data_end
grid,12,2,42,1,-52.080384291783304,-52.25261168074922,0.3296053219658809,11.026148454286158,True,1.0725490001906428,brute_force,lightning_gpu,single,100,1000,2023-08-06,2026-08-05
grid,12,2,43,1,-52.03381475661891,-52.25261168074922,0.41872916413653255,10.990935824811459,True,1.0580675479084825,brute_force,lightning_gpu,single,100,1000,2023-08-06,2026-08-05
grid,12,2,44,1,-52.25261168074922,-52.25261168074922,0.0,11.061129548586905,True,1.3218756853432454,brute_force,lightning_gpu,single,100,1000,2023-08-06,2026-08-05
grid,12,2,45,1,-52.19909386988678,-52.25261168074922,0.10242131281287668,11.196674310602248,True,1.1763543666609393,brute_force,lightning_gpu,single,100,1000,2023-08-06,2026-08-05
grid,12,2,46,1,-52.25261168074922,-52.25261168074922,0.0,11.16649382468313,True,1.3218756853432454,brute_force,lightning_gpu,single,100,1000,2023-08-06,2026-08-05
grid,12,2,42,2,-52.25261168074922,-52.25261168074922,0.0,19.986177424900234,True,1.3218756853432454,brute_force,lightning_gpu,single,100,1000,2023-08-06,2026-08-05
grid,12,2,43,2,-52.19909386988678,-52.25261168074922,0.10242131281287668,20.119569851085544,True,1.1763543666609393,brute_force,lightning_gpu,single,100,1000,2023-08-06,2026-08-05
grid,12,2,44,2,-52.25261168074922,-52.25261168074922,0.0,20.094010247848928,True,1.3218756853432454,brute_force,lightning_gpu,single,100,1000,2023-08-06,2026-08-05
grid,12,2,45,2,-52.25261168074922,-52.25261168074922,0.0,20.01026946399361,True,1.3218756853432454,brute_force,lightning_gpu,single,100,1000,2023-08-06,2026-08-05
grid,12,2,46,2,-52.25261168074922,-52.25261168074922,0.0,19.93145737797022,True,1.3218756853432454,brute_force,lightning_gpu,single,100,1000,2023-08-06,2026-08-05
grid,12,2,42,3,-52.15076860299848,-52.25261168074922,0.19490523913517033,28.737391643226147,True,1.337964475552203,brute_force,lightning_gpu,single,100,1000,2023-08-06,2026-08-05
grid,12,2,43,3,-52.25261168074922,-52.25261168074922,0.0,28.562106194905937,True,1.3218756853432454,brute_force,lightning_gpu,single,100,1000,2023-08-06,2026-08-05
grid,12,2,44,3,-52.25261168074922,-52.25261168074922,0.0,28.72864984534681,True,1.3218756853432454,brute_force,lightning_gpu,single,100,1000,2023-08-06,2026-08-05
grid,12,2,45,3,-52.25261168074922,-52.25261168074922,0.0,28.72338547743857,True,1.3218756853432454,brute_force,lightning_gpu,single,100,1000,2023-08-06,2026-08-05
grid,12,2,46,3,-52.25261168074922,-52.25261168074922,0.0,28.675927043892443,True,1.3218756853432454,brute_force,lightning_gpu,single,100,1000,2023-08-06,2026-08-05
grid,12,2,42,4,-52.25261168074922,-52.25261168074922,0.0,36.73124473262578,True,1.3218756853432454,brute_force,lightning_gpu,single,100,1000,2023-08-06,2026-08-05
grid,12,2,43,4,-52.25261168074922,-52.25261168074922,0.0,36.77692802157253,True,1.3218756853432454,brute_force,lightning_gpu,single,100,1000,2023-08-06,2026-08-05
grid,12,2,44,4,-52.25261168074922,-52.25261168074922,0.0,36.8189379312098,True,1.3218756853432454,brute_force,lightning_gpu,single,100,1000,2023-08-06,2026-08-05
grid,12,2,45,4,-52.25261168074922,-52.25261168074922,0.0,36.86337373126298,True,1.3218756853432454,brute_force,lightning_gpu,single,100,1000,2023-08-06,2026-08-05
grid,12,2,46,4,-52.25261168074922,-52.25261168074922,0.0,36.64696882944554,True,1.3218756853432454,brute_force,lightning_gpu,single,100,1000,2023-08-06,2026-08-05
