,mu,2914.T,3382.T,3407.T,4063.T,4307.T,4502.T,4519.T,4523.T,4543.T,4568.T,4661.T,4901.T,5108.T,5401.T,5713.T,6098.T,6301.T,6367.T,6501.T,6503.T,6645.T,6702.T,6758.T,6762.T,6857.T,6861.T,6902.T,6954.T,6971.T,7011.T,7203.T,7267.T,7733.T,7751.T,7832.T,7974.T,8031.T,8035.T,8058.T,8306.T,8316.T,8411.T,8766.T,8801.T,9022.T,9201.T,9202.T,9432.T,9433.T,9984.T
6645.T,0.013731108984948512,0.02730525491757636,0.019908344540434435,0.04817440778844722,0.071394638052347636,0.024878212177538699,0.017833349304261094,0.034774168203637643,0.039353240200018923,0.043922368932413788,0.039400216009100208,0.027136079666604002,0.054515977652833579,0.04358806567387951,0.032922136983752105,0.082199474989581203,0.056734940507013144,0.065613347310488637,0.066117764668630355,0.067951308351742623,0.081502100037061057,0.16306950632792971,0.035365066511592019,0.04686243492853566,0.099867968364640097,0.093464452476131984,0.077380759509998426,0.055253508856178413,0.097878306547512325,0.06730888289409305,0.063911762615666445,0.057480849121689548,0.061644034749308088,0.046991728396375707,0.042507649453316192,0.036926079040979679,0.03775549811616196,0.054984658759758866,0.093310526004502847,0.048966970002999877,0.049711158784355294,0.043773748140975399,0.056597972128350174,0.058229026080294892,0.052379277193219102,0.020923954455346498,0.033999332235568121,0.026763337332965945,0.008932598701067343,0.0075300786033402267,0.09347291023481441
6702.T,0.29624217105470291,0.025485684148613314,0.024976663401145616,0.027408181715023551,0.044810393811615196,0.06750445442595282,0.014876732787641863,0.031409069667464116,0.022441416520137994,0.048610741677448083,0.04189221489838011,0.028709050179188868,0.050088030626404989,0.033699638065569984,0.025858350181063722,0.037306479521621499,0.068063584979549618,0.041282694985132706,0.029910960381201727,0.080179478835232826,0.04248333398684033,0.035365066511592019,0.13620762825253011,0.055926486654580471,0.05305468724235439,0.052405837764504602,0.048693293270417971,0.047786832433007458,0.049562232101550883,0.035530850965678859,0.073036110355912176,0.045550120685649474,0.038847496891519083,0.04758121392815113,0.041271675407466415,0.041983403226437475,0.053108570772062505,0.036871884870177438,0.048461280419981823,0.032205392316741757,0.050704802193526563,0.045539184963787442,0.051875135040276132,0.059268162726656609,0.050915698536882749,0.029411745152546426,0.024675047588390481,0.020866806954059892,0.01803698841810103,0.017635608333983286,0.072519210932127667
6758.T,0.17485265924260399,0.02829630247397559,0.032783539195450108,0.039611736947413351,0.049275398046498275,0.047801894183181461,0.021271002339528583,0.033603988659521564,0.034056509850319112,0.049024828731060149,0.046505277533000093,0.028526758383829034,0.046172569352720585,0.040720498128705256,0.029985487829582495,0.055387591169166306,0.066270041160955445,0.053442534228006371,0.042255943218255071,0.073464772566173744,0.051517954592241115,0.04686243492853566,0.055926486654580471,0.11980100360653426,0.066051605424924206,0.061369986971697037,0.051021331661146425,0.049791174863118466,0.059220099533911545,0.039986471721566032,0.061729411372442498,0.05630619176642649,0.050061420591730244,0.045414549040238131,0.040323728556036609,0.053736743844064627,0.058314776295435848,0.046971586494352964,0.057776127032067207,0.04039742596430107,0.053882620496853162,0.051461435397860286,0.057024911673620678,0.065100866309882807,0.048542485079815928,0.025231741636971113,0.028037770244339216,0.023947160461913565,0.016750079178481349,0.018684962298600442,0.074276869057060102
6762.T,0.51584911402672462,0.033826133294232855,0.020919959734561899,0.054286300440562527,0.09332315466115236,0.032825873139490744,0.016065632766743127,0.039350452525687543,0.032950387525133421,0.054747467969653171,0.051680526815187457,0.024044533278717181,0.067384211890152562,0.050121711059675216,0.046816316036681918,0.093793293169631933,0.081053569709318249,0.073469942279490108,0.062128739756459037,0.1049792090394642,0.10435161175798637,0.099867968364640097,0.05305468724235439,0.066051605424924206,0.21632097213868787,0.15558241913314422,0.087667271690386933,0.068445896124828667,0.10899639683169433,0.085570273864658319,0.092986200679022288,0.078792967998332922,0.068458926611853946,0.051223506959265558,0.054854998770460503,0.039718539197698542,0.056626336683170186,0.069863933899607572,0.13571637528962502,0.061568357077662839,0.072918166717905256,0.067821555741281611,0.082561723162557388,0.082280000557215932,0.054127651592053398,0.022582864162412553,0.039979663566403256,0.031334382389649397,0.011796388114589978,0.0089643469165089622,0.14293793808242747
6857.T,0.8639893883915748,0.021127422305276641,0.02049621800480329,0.048969383457402982,0.10023574501838652,0.016569881432104031,0.0047773111953314604,0.027211625686020473,0.019643305616028076,0.043923386913984258,0.026569864783514065,0.013546780389083673,0.06169521776882278,0.045290473193957632,0.035830418563055598,0.12885271870157791,0.073862592591577056,0.076073289986267265,0.061056389320879943,0.1357336250009423,0.11099770251441618,0.093464452476131984,0.052405837764504602,0.061369986971697037,0.15558241913314422,0.41159670452702835,0.10792266363842684,0.060295832148678882,0.11906376947949915,0.072730934577655018,0.11440844753413046,0.070245798529902287,0.059364602155238512,0.038641469305769005,0.043670854184639833,0.033060224065490813,0.050938113841855183,0.071852230441850656,0.22128696925455202,0.059576030756812358,0.07589193841508822,0.070264719207873236,0.088246963666509526,0.069265337643370284,0.05093586120591026,0.017428686417470245,0.031554631397348841,0.024635041485372499,0.0009066720293473727,-0.0087632579855947915,0.20743883265756161
6861.T,0.17707616791571587,0.023616089176996456,0.020750460740573632,0.035559429511995033,0.069326003257216801,0.029931237996015832,0.014341772783982368,0.027664660387929085,0.032113622367301864,0.049710624823301179,0.048243116815140638,0.033742517713634443,0.052404773236266834,0.04088594659917457,0.031775491092883905,0.076578452702900729,0.064906293572372334,0.061723974200072376,0.055415717577266217,0.073782137160587652,0.068406390381063095,0.077380759509998426,0.048693293270417971,0.051021331661146425,0.087667271690386933,0.10792266363842684,0.1307987866685785,0.057236314747232613,0.095848522605904138,0.055091017360774173,0.068111527939720085,0.059668079055572178,0.055677947945222538,0.04276458518962574,0.04129054809427795,0.036134445695741486,0.049983098644354108,0.051988989971992181,0.098855642001294097,0.044164761351995187,0.049464796447720547,0.043398399157426874,0.055721776305236989,0.060717779632365895,0.04895642975514506,0.022934904459357256,0.030315991362102255,0.024034872281615043,0.010826775715887129,0.010150917318306829,0.095390068017898774
6902.T,-0.010788585181471222,0.030141000855246281,0.02979448748117218,0.042621324634369878,0.055243514869502963,0.033804019837938043,0.025696521728281865,0.027101444203874902,0.036229146463066908,0.044186259320701034,0.053924499745185692,0.031664711642557214,0.052873566537975168,0.050971051272922001,0.041675379457391672,0.0573144649840081,0.049457843874611294,0.061205697798751658,0.045117956972709629,0.063138263629543917,0.054555542039186285,0.055253508856178413,0.047786832433007458,0.049791174863118466,0.068445896124828667,0.060295832148678882,0.057236314747232613,0.101547007822478,0.06019952055931338,0.044804967516684752,0.067304674336572459,0.084649724004898785,0.080466762743478651,0.045633243654915882,0.04548220853398597,0.038419319670795697,0.045748464763369509,0.059694627742074478,0.064371582776083444,0.054135475049827499,0.052478086873351024,0.047258909352611032,0.056512805555834468,0.069185033042132499,0.055177734110175007,0.031010100161988349,0.030969331960402864,0.023672029202878642,0.021191327601091849,0.020405337712136113,0.054482613195321522
6954.T,0.24941939344808481,0.023863623608903459,0.017837003726898299,0.05322729815755993,0.083769507358383719,0.016129300784855471,0.016445307643749803,0.030000535234418216,0.030804568622616605,0.042245748674271826,0.041984399932902802,0.023769651134409559,0.053035973255884057,0.044315468891236907,0.040162026392534224,0.10735511274279561,0.064008104612663916,0.08027925355510393,0.061973436544369251,0.082436075346162943,0.099756090165297809,0.097878306547512325,0.049562232101550883,0.059220099533911545,0.10899639683169433,0.11906376947949915,0.095848522605904138,0.06019952055931338,0.17237019703143916,0.067763553412265906,0.078206069958966604,0.070987565556042895,0.066394854432185499,0.046068468479398959,0.050914224364824436,0.034719629716375468,0.038109320431394735,0.06184382481852374,0.11274717873703273,0.054863933646213073,0.067108327921234806,0.064543371930386395,0.07883094228603961,0.065392705311875798,0.046666922539235989,0.022561632188610948,0.030245230687587856,0.025152546286465644,0.0077946993665703812,0.0082849432112348589,0.1215846557918956
6971.T,0.32457542488083491,0.024198680135270902,0.021303019530717372,0.036835550120937574,0.056054181972430304,0.028181164784701524,0.018158593141521281,0.02863850662044989,0.032887975551834391,0.036433192271753366,0.033998243606568272,0.027225934392839952,0.044378506839575359,0.03513362633850331,0.027053135225963736,0.062938798834206278,0.046812034440095088,0.058344000782628934,0.043109626946121034,0.054080753323886871,0.057942281495228828,0.06730888289409305,0.035530850965678859,0.039986471721566032,0.085570273864658319,0.072730934577655018,0.055091017360774173,0.044804967516684752,0.067763553412265906,0.093596431618702167,0.052837361181044304,0.052295489863229502,0.050313452339154942,0.038467643538553802,0.041000487393326138,0.028100163940738044,0.032398043333595271,0.050199391035568787,0.077090697838300887,0.045080407638880958,0.046271721889081248,0.043108032980017919,0.052905950947985801,0.054617610304384452,0.040840214650591483,0.020532575995743416,0.028527988873337538,0.022581649082985527,0.011651528322484008,0.012926880208301036,0.071713153954008346
7011.T,0.72056583785022688,0.043978977174010891,0.034186498357622282,0.050717792569434615,0.080397649808243765,0.041264030987146656,0.02757556699707053,0.045561809368660978,0.028458177329015386,0.054480509430429751,0.050963444764515697,0.016311428993324058,0.060884324679913171,0.047084666305466712,0.053037358202859611,0.092545443594310078,0.060802299277449817,0.081370086409189454,0.051777631797139657,0.12178727006520391,0.11244883238142202,0.063911762615666445,0.073036110355912176,0.061729411372442498,0.092986200679022288,0.11440844753413046,0.068111527939720085,0.067304674336572459,0.078206069958966604,0.052837361181044304,0.23055645939538547,0.078408891396218247,0.067270878406037918,0.049222375890429965,0.053584826057575356,0.042138816007131624,0.058824043275698373,0.085905337259606224,0.10515647888047054,0.078865870277108244,0.083455726250455997,0.076492034573971829,0.093202190019547257,0.090798641248965611,0.073474449566347133,0.033390915790710622,0.036128843503098945,0.027143010381402041,0.01850373495095323,0.01819389961368471,0.10967401788895809
7203.T,0.15067950785754922,0.03538281719023556,0.029281749217307477,0.049819606319797607,0.062032500765617823,0.029406869789805792,0.029399485788223847,0.035318421985098651,0.038337513455424688,0.047264487044493958,0.051395306440326693,0.035242705964281598,0.057133709244799505,0.05671639568228995,0.0477867002767247,0.070669159983855839,0.054386117149978722,0.074663345815926291,0.050370376033703979,0.073698349848887956,0.069877213781780495,0.057480849121689548,0.045550120685649474,0.05630619176642649,0.078792967998332922,0.070245798529902287,0.059668079055572178,0.084649724004898785,0.070987565556042895,0.052295489863229502,0.078408891396218247,0.12044184126653355,0.092782220469074903,0.049859355137224247,0.050819650594175585,0.040314455078852264,0.042802799532325825,0.069581527228943549,0.07134757540766018,0.063377333933917909,0.064706956255566633,0.058458278727974378,0.069366461579895247,0.075328420455589198,0.06188977490134423,0.036538146393924588,0.034488228130351274,0.029862696490231919,0.021356389358735454,0.022866543119088461,0.067583873157225888
7267.T,0.12977757052800865,0.034237227778382326,0.031135074945976757,0.044586225174378387,0.054106487822906349,0.029022589842884867,0.027009552747974501,0.029627809700286948,0.036057937980069968,0.042678172193510562,0.045317707323912375,0.034421863006918754,0.056841881459917212,0.055573091474264313,0.046817171540918925,0.064270923734060847,0.04515342651471644,0.066292872556764762,0.050073704182902093,0.067434448018987209,0.060391562290204287,0.061644034749308088,0.038847496891519083,0.050061420591730244,0.068458926611853946,0.059364602155238512,0.055677947945222538,0.080466762743478651,0.066394854432185499,0.050313452339154942,0.067270878406037918,0.092782220469074903,0.12047803431293601,0.044048589679945731,0.047310761772449042,0.039090559468576369,0.04261762942939213,0.06189290899348833,0.066494477462592294,0.055945006884611043,0.05747238364449328,0.050176927704276786,0.063091444967032229,0.068720807358210581,0.05592817698650842,0.032049919480251585,0.031613234024999451,0.028211416595004583,0.01956991352823274,0.022249330703845493,0.0592689326163316
7733.T,-0.0050416886113012664,0.026216259564202659,0.030930890042634343,0.037606682453521147,0.040300213479836026,0.040843203601185769,0.021427744217197366,0.024492577952634563,0.035978450399507311,0.05792534386686108,0.035125314685035401,0.030911997662941129,0.04198905369989029,0.035014334154632579,0.028140886934194,0.045310090459396254,0.05482735390173301,0.046601133409410002,0.038151479354466035,0.049341285471612567,0.036268678281391853,0.046991728396375707,0.04758121392815113,0.045414549040238131,0.051223506959265558,0.038641469305769005,0.04276458518962574,0.045633243654915882,0.046068468479398959,0.038467643538553802,0.049222375890429965,0.049859355137224247,0.044048589679945731,0.13292483379783021,0.038629064345340761,0.046086588177725832,0.034253061924106251,0.046799490923721501,0.039687072838476382,0.043868617904671107,0.044727810775567055,0.041467182763415489,0.051593208829702163,0.052123441198453684,0.044609836677328998,0.029468783596900652,0.026836271245412061,0.0221777181109237,0.01832335293440256,0.020223039233708738,0.04044090588139497
7751.T,0.14224157447246569,0.0264785108257008,0.026110449010799491,0.033525926610891529,0.043064174063025297,0.030245558075573331,0.022618163691056636,0.025787123411173962,0.026590954350180225,0.036617226692584229,0.03336176282388266,0.020895921651119146,0.045583940550206301,0.033565461639530003,0.028317486690565812,0.042812202687064052,0.04482703939513874,0.051283689115900928,0.027009831699906808,0.055809959447674348,0.044217721555859749,0.042507649453316192,0.041271675407466415,0.040323728556036609,0.054854998770460503,0.043670854184639833,0.04129054809427795,0.04548220853398597,0.050914224364824436,0.041000487393326138,0.053584826057575356,0.050819650594175585,0.047310761772449042,0.038629064345340761,0.070272614381467396,0.028531760446190116,0.036276759990133162,0.04378951289482684,0.046710780739123735,0.03976088401357749,0.048539061131151182,0.045471420341550835,0.051778207665234707,0.054657568181234635,0.038005322808912501,0.020638930476027148,0.02222025177475161,0.017735436601722526,0.015552937860496351,0.02039823438336779,0.048474666389440015
7832.T,0.19393277737907211,0.023742197115937055,0.024342409037336244,0.027472317255851409,0.029878515871138066,0.04034579583600327,0.020801928813832526,0.029613675524051409,0.031489616471521722,0.042161937939390312,0.030945086417065632,0.029371635387311339,0.035518276118016369,0.03181209539541191,0.022770123970624934,0.027819254228830363,0.044912726180957589,0.031560476153298454,0.023787714908760568,0.041692794597755184,0.027382326731845753,0.036926079040979679,0.041983403226437475,0.053736743844064627,0.039718539197698542,0.033060224065490813,0.036134445695741486,0.038419319670795697,0.034719629716375468,0.028100163940738044,0.042138816007131624,0.040314455078852264,0.039090559468576369,0.046086588177725832,0.028531760446190116,0.10916407651951623,0.050625656507058053,0.03196761691041005,0.029749563350105292,0.030617261774823764,0.033829278526277297,0.027900917439887703,0.036132940795042957,0.04673101217755727,0.036763454248413402,0.029593767509389874,0.026115808118987126,0.021607391277215875,0.016196231236293778,0.019805414011304506,0.032663927843957032
7974.T,0.15560965790595013,0.025241916436026267,0.02975119398858405,0.02603694582905252,0.041011741507538259,0.0455069808136025,0.018264618412844973,0.031475761765238433,0.032066507632791508,0.049811527741113831,0.044535289059934736,0.028172761551134275,0.045869562515967938,0.034290739314594011,0.025085313978933692,0.039666584687992459,0.065287009657489403,0.041687318195287787,0.033095580117601643,0.065998723944552015,0.037872966413610036,0.03775549811616196,0.053108570772062505,0.058314776295435848,0.056626336683170186,0.050938113841855183,0.049983098644354108,0.045748464763369509,0.038109320431394735,0.032398043333595271,0.058824043275698373,0.042802799532325825,0.04261762942939213,0.034253061924106251,0.036276759990133162,0.050625656507058053,0.13376958104839815,0.039738199010439533,0.045528605563915379,0.033548749674453808,0.040448201567534876,0.034990143089820319,0.041000255918215801,0.056496627711770483,0.038025769535466221,0.02627264875017429,0.029513921804534913,0.020395180181741746,0.015736128625700375,0.0155410497261539,0.059861974084918189
8031.T,0.27722707184642476,0.04162389166125393,0.029568496171892306,0.050093874066774402,0.060681165979850203,0.027728318777830819,0.0278585420265034,0.032343212554044043,0.03612943839038802,0.039036033206866383,0.043891242111976564,0.025793911202699873,0.050542698042750231,0.043646608133237133,0.043415147729462089,0.088238086396088558,0.04399467703850362,0.06815127738124245,0.046396198636595852,0.068964267006307325,0.071076734765381955,0.054984658759758866,0.036871884870177438,0.046971586494352964,0.069863933899607572,0.071852230441850656,0.051988989971992181,0.059694627742074478,0.06184382481852374,0.050199391035568787,0.085905337259606224,0.069581527228943549,0.06189290899348833,0.046799490923721501,0.04378951289482684,0.03196761691041005,0.039738199010439533,0.11071210563808408,0.071252318702183168,0.083541769882500158,0.072294362736940898,0.067571658093423359,0.078227957148999411,0.081296627480946446,0.055881843191851202,0.030868339704922133,0.029203271402549334,0.02049231664531501,0.018301163424058683,0.020178017618757746,0.066505605145190341
8035.T,0.50316372185198377,0.02354448937630688,0.018398765079593534,0.049138840883211389,0.10357126392822071,0.024731406910891512,0.010234436400492401,0.037362754453377882,0.025753843672078815,0.04440147874208162,0.04055498137446073,0.016807981707823414,0.063917079956565592,0.044226970677618216,0.035402591726507261,0.1097621175313413,0.078391650545823893,0.068027295554652881,0.064124587942816572,0.12000140629431556,0.10256315667252582,0.093310526004502847,0.048461280419981823,0.057776127032067207,0.13571637528962502,0.22128696925455202,0.098855642001294097,0.064371582776083444,0.11274717873703273,0.077090697838300887,0.10515647888047054,0.07134757540766018,0.066494477462592294,0.039687072838476382,0.046710780739123735,0.029749563350105292,0.045528605563915379,0.071252318702183168,0.274514136318178,0.062042404970329715,0.073006216245079109,0.072611373261326384,0.085900767240388531,0.077209230068720283,0.052438415349221799,0.014984963755589713,0.030943842200532132,0.023475385264779595,0.0043532349307430392,0.0025392507778173759,0.17682896408490933
8058.T,0.31908333081096424,0.035486188068821402,0.02719130054241321,0.043098506113421357,0.057778172751251661,0.026055593062256476,0.026512808295953101,0.030653207645242157,0.032608132319102312,0.031975767235848336,0.037116034104759305,0.02139550602168918,0.043084474999873751,0.039316951230837546,0.041074421777860345,0.076745668536411696,0.033802335521630499,0.057897114943261281,0.037267262940309916,0.060033769954079136,0.063807339035503979,0.048966970002999877,0.032205392316741757,0.04039742596430107,0.061568357077662839,0.059576030756812358,0.044164761351995187,0.054135475049827499,0.054863933646213073,0.045080407638880958,0.078865870277108244,0.063377333933917909,0.055945006884611043,0.043868617904671107,0.03976088401357749,0.030617261774823764,0.033548749674453808,0.083541769882500158,0.062042404970329715,0.099853652106378907,0.063123775096570398,0.058691605665650827,0.06979311933902603,0.071613114780436887,0.05241620939691307,0.029498022766343987,0.028961819515746404,0.022215208851435634,0.017304595268871514,0.018254148035472165,0.067543969692572481
8306.T,0.47932547811655196,0.035591178567057048,0.033482499956217722,0.045101864719147747,0.060775795512873682,0.03177432633731931,0.026890488150127314,0.025910963033338723,0.032079442011961841,0.036811700501063499,0.037900474296975101,0.019474911126999249,0.051053757893609136,0.04278765842674221,0.044208029269397868,0.074357293014882031,0.055109907691117364,0.068777261123686692,0.037798510182364013,0.081217057882335242,0.071126969587748168,0.049711158784355294,0.050704802193526563,0.053882620496853162,0.072918166717905256,0.07589193841508822,0.049464796447720547,0.052478086873351024,0.067108327921234806,0.046271721889081248,0.083455726250455997,0.064706956255566633,0.05747238364449328,0.044727810775567055,0.048539061131151182,0.033829278526277297,0.040448201567534876,0.072294362736940898,0.073006216245079109,0.063123775096570398,0.11650085440433192,0.10424140817757244,0.11683407661814615,0.087871317210009736,0.044197795100416062,0.02837044637252004,0.033053627055999207,0.024018490657228751,0.019739073936055219,0.017442601205068586,0.086460528874492654
8316.T,0.47221302543538779,0.030550915621477583,0.028437307096971121,0.042088349833631487,0.055082613271063424,0.029594432455073521,0.02599963477695081,0.028276520620873252,0.030968817104340077,0.030600963850892268,0.034401554932776648,0.012521303703932854,0.043025579915684564,0.036494023003997546,0.040061314596129272,0.072959874688417636,0.054266468607260851,0.066731402230268438,0.03150924515106121,0.077301269591412189,0.066997068214946748,0.043773748140975399,0.045539184963787442,0.051461435397860286,0.067821555741281611,0.070264719207873236,0.043398399157426874,0.047258909352611032,0.064543371930386395,0.043108032980017919,0.076492034573971829,0.058458278727974378,0.050176927704276786,0.041467182763415489,0.045471420341550835,0.027900917439887703,0.034990143089820319,0.067571658093423359,0.072611373261326384,0.058691605665650827,0.10424140817757244,0.11396056584367978,0.11591989267579278,0.082086939446256155,0.038769516885348618,0.024308978118477206,0.028446273390567448,0.020916765103042193,0.018274223504195393,0.01484095184127936,0.084654121303676708
8411.T,0.53461735554725698,0.036509270884286987,0.030697960165810619,0.049819195940121005,0.067164055636962788,0.029713351006284004,0.027416362029121052,0.028233427764999895,0.034805468249887256,0.03228895332687251,0.038631696583910503,0.018686330129768738,0.050871674312601388,0.047112395728817633,0.047955403029383066,0.092770639965439591,0.055647514993146414,0.077747442263537456,0.040037725740315812,0.090308426016250831,0.083199204498325727,0.056597972128350174,0.051875135040276132,0.057024911673620678,0.082561723162557388,0.088246963666509526,0.055721776305236989,0.056512805555834468,0.07883094228603961,0.052905950947985801,0.093202190019547257,0.069366461579895247,0.063091444967032229,0.051593208829702163,0.051778207665234707,0.036132940795042957,0.041000255918215801,0.078227957148999411,0.085900767240388531,0.06979311933902603,0.11683407661814615,0.11591989267579278,0.14510488186768217,0.092020287946007265,0.049746800729883689,0.030549500988837758,0.036473683044296462,0.026992101827869191,0.019206851538995609,0.015775673414119801,0.10503961982776976
8766.T,0.42096329069879557,0.048355639119583231,0.038147482746204123,0.049980919632214987,0.065954579210643571,0.043655610180102195,0.032363230793742252,0.044333180969418538,0.039108008037555243,0.052320010959031965,0.052586351379754523,0.036338708805578011,0.060901745422020051,0.053300124042713233,0.044036492440846758,0.071636362699560627,0.070534278118238994,0.070552278308261385,0.046710624081461656,0.086707880292681644,0.076081782795081737,0.058229026080294892,0.059268162726656609,0.065100866309882807,0.082280000557215932,0.069265337643370284,0.060717779632365895,0.069185033042132499,0.065392705311875798,0.054617610304384452,0.090798641248965611,0.075328420455589198,0.068720807358210581,0.052123441198453684,0.054657568181234635,0.04673101217755727,0.056496627711770483,0.081296627480946446,0.077209230068720283,0.071613114780436887,0.087871317210009736,0.082086939446256155,0.092020287946007265,0.15273200576519319,0.064289209277228934,0.041057034175053138,0.039504269313010834,0.029941271761994123,0.02543328397737674,0.027388870026571671,0.078381641520380685
8801.T,0.21706368902164835,0.035944663872821546,0.030041600839505193,0.043367427702111661,0.049460169705083414,0.03522362807856258,0.024559327392863078,0.032160343005895743,0.03259957927296827,0.044401499203234697,0.047363971889360146,0.035493452478295467,0.049652371944350501,0.042724538850799423,0.03587167230382303,0.059321548582256967,0.041439503380567538,0.053741674759119708,0.044808349557614292,0.060070633590965775,0.06026466123128215,0.052379277193219102,0.050915698536882749,0.048542485079815928,0.054127651592053398,0.05093586120591026,0.04895642975514506,0.055177734110175007,0.046666922539235989,0.040840214650591483,0.073474449566347133,0.06188977490134423,0.05592817698650842,0.044609836677328998,0.038005322808912501,0.036763454248413402,0.038025769535466221,0.055881843191851202,0.052438415349221799,0.05241620939691307,0.044197795100416062,0.038769516885348618,0.049746800729883689,0.064289209277228934,0.1068221458963667,0.038689491618099682,0.033739039298100237,0.02815164851060737,0.019075789451154877,0.018577194746644685,0.058840163809161058
9022.T,0.067560767658167417,0.022064633555084114,0.020726079612206509,0.028123362372011951,0.024020423688476209,0.024950810581485877,0.022115451920437991,0.023606165222161513,0.023741907996987544,0.026404984087603663,0.029203249116591914,0.031307182021298355,0.0282993985647912,0.028941153149026708,0.023667556828557559,0.027921048713911094,0.025116819987276807,0.035213025387002383,0.022998492011267534,0.027882535836207176,0.030430946135490668,0.020923954455346498,0.029411745152546426,0.025231741636971113,0.022582864162412553,0.017428686417470245,0.022934904459357256,0.031010100161988349,0.022561632188610948,0.020532575995743416,0.033390915790710622,0.036538146393924588,0.032049919480251585,0.029468783596900652,0.020638930476027148,0.029593767509389874,0.02627264875017429,0.030868339704922133,0.014984963755589713,0.029498022766343987,0.02837044637252004,0.024308978118477206,0.030549500988837758,0.041057034175053138,0.038689491618099682,0.061879887151801059,0.028285637387409711,0.023089496816466715,0.015489386338890319,0.017363999657849304,0.01875595654787052
9201.T,0.056601433286974853,0.019533658858984435,0.024439161673730069,0.028290404167126693,0.027548043238217943,0.021288972981237188,0.017454309565004204,0.018097023556598885,0.02178327023455261,0.025202939982413554,0.023197215319853061,0.027813744763617108,0.028838048043060439,0.02925557301455348,0.024167168674087584,0.039826937710155441,0.024995833942111436,0.032254799129909514,0.025619577968289804,0.035009625357501899,0.030317825348656961,0.033999332235568121,0.024675047588390481,0.028037770244339216,0.039979663566403256,0.031554631397348841,0.030315991362102255,0.030969331960402864,0.030245230687587856,0.028527988873337538,0.036128843503098945,0.034488228130351274,0.031613234024999451,0.026836271245412061,0.02222025177475161,0.026115808118987126,0.029513921804534913,0.029203271402549334,0.030943842200532132,0.028961819515746404,0.033053627055999207,0.028446273390567448,0.036473683044296462,0.039504269313010834,0.033739039298100237,0.028285637387409711,0.055052328120348534,0.038252097642907525,0.011924561360271492,0.012096036001228149,0.035103065633923285
9202.T,0.021177277529409046,0.016906748000383078,0.0210693782009229,0.020651743000862473,0.021896518919372446,0.018389227274540194,0.014806493185898438,0.014839145454003694,0.019458719144681412,0.02354795450323844,0.019835572445728842,0.024206827354738003,0.023403599220427746,0.024169920310474567,0.020088822222388697,0.027878963373407173,0.023594885735389894,0.027464441762372928,0.024230351986742296,0.029666487328497818,0.023199402094113662,0.026763337332965945,0.020866806954059892,0.023947160461913565,0.031334382389649397,0.024635041485372499,0.024034872281615043,0.023672029202878642,0.025152546286465644,0.022581649082985527,0.027143010381402041,0.029862696490231919,0.028211416595004583,0.0221777181109237,0.017735436601722526,0.021607391277215875,0.020395180181741746,0.02049231664531501,0.023475385264779595,0.022215208851435634,0.024018490657228751,0.020916765103042193,0.026992101827869191,0.029941271761994123,0.02815164851060737,0.023089496816466715,0.038252097642907525,0.0426375770314079,0.010707106878036112,0.011313089616618633,0.032137569880355342
9432.T,0.025165524438235717,0.0142191955813483,0.017269642098227598,0.013406623148784417,0.011527114687195425,0.019059597895237899,0.01248043658468969,0.011598907579164049,0.0149807955748645,0.014512914682491612,0.016570874524375702,0.013363168231267828,0.016980797209626666,0.013316728202696046,0.014622218682399168,0.010168078037685959,0.014575450443779956,0.016884264427624723,0.010550871727400248,0.020505620014493044,0.012165421997892339,0.008932598701067343,0.01803698841810103,0.016750079178481349,0.011796388114589978,0.0009066720293473727,0.010826775715887129,0.021191327601091849,0.0077946993665703812,0.011651528322484008,0.01850373495095323,0.021356389358735454,0.01956991352823274,0.01832335293440256,0.015552937860496351,0.016196231236293778,0.015736128625700375,0.018301163424058683,0.0043532349307430392,0.017304595268871514,0.019739073936055219,0.018274223504195393,0.019206851538995609,0.02543328397737674,0.019075789451154877,0.015489386338890319,0.011924561360271492,0.010707106878036112,0.026486279352809981,0.018813777494546328,0.0080750041646691171
9433.T,0.16879306394116866,0.015914529012433946,0.018240463730819105,0.013470939858559594,0.010442243615927726,0.020504998259780197,0.013692792434841297,0.017225257354825312,0.018059984661189191,0.017396195208188213,0.015821524276167204,0.018998825793464881,0.019690350208928897,0.015670472725123778,0.01357451903875039,0.0052181903677861307,0.01834538911729815,0.016645643219501061,0.012699009129798744,0.015418733206885606,0.0098343196061315991,0.0075300786033402267,0.017635608333983286,0.018684962298600442,0.0089643469165089622,-0.0087632579855947915,0.010150917318306829,0.020405337712136113,0.0082849432112348589,0.012926880208301036,0.01819389961368471,0.022866543119088461,0.022249330703845493,0.020223039233708738,0.02039823438336779,0.019805414011304506,0.0155410497261539,0.020178017618757746,0.0025392507778173759,0.018254148035472165,0.017442601205068586,0.01484095184127936,0.015775673414119801,0.027388870026571671,0.018577194746644685,0.017363999657849304,0.012096036001228149,0.011313089616618633,0.018813777494546328,0.043535008540170679,0.0010264664762992053
