,mu,2914.T,3382.T,3407.T,4063.T,4307.T,4502.T,4519.T,4523.T,4543.T,4568.T,4661.T,4901.T,5108.T,5401.T,5713.T,6098.T,6301.T,6367.T,6501.T,6503.T,6645.T,6702.T,6758.T,6762.T,6857.T,6861.T,6902.T,6954.T,6971.T,7011.T,7203.T,7267.T,7733.T,7751.T,7832.T,7974.T,8031.T,8035.T,8058.T,8306.T,8316.T,8411.T,8766.T,8801.T,9022.T,9201.T,9202.T,9432.T,9433.T,9984.T
4661.T,0.27143808376932888,0.010178849062862831,0.018898897199974774,0.018636295075114342,0.022706133396202359,0.021909679535484193,0.016156111413376778,0.024139939034680605,0.017865658617417544,0.024317998759926709,0.020436580463857896,0.07091298615224019,0.015326339789183687,0.020787863161339667,0.025617879230912802,0.019095431675785056,0.037905028645276631,0.020517100272881457,0.024180168994832361,0.025148362742075488,0.018737649598633079,0.027188651205259363,0.023803195956839638,0.024657644086289954,0.021910933624538394,0.025248912223590627,0.022894365772280458,0.020575369555549256,0.022035506474765317,0.0194943383485877,0.021901538645708023,0.021055950289548046,0.020564678552241727,0.020939466369263401,0.014428276036737251,0.023941143285850959,0.015603182919945256,0.021059756144306219,0.023877332906456689,0.020260519650250067,0.014459055972355486,0.015153815046584685,0.014978363034884572,0.021079201623475752,0.031802603621787599,0.039051264398998704,0.041880275429448444,0.037888339241818746,0.012675197751153494,0.012793667703139507,0.025476205476065453
4901.T,0.21924908210414557,0.0096232666267749012,0.016174230002350558,0.024594061684735369,0.034012307556569761,0.027997105198268625,0.013240765905176711,0.024257800118264075,0.019952861916334247,0.028676071677694457,0.026438379572772699,0.015326339789183687,0.059176132231380241,0.026980809051477907,0.024684670458295213,0.021097297801178177,0.036502024173933327,0.024011889409072864,0.037395988117683,0.034493834776937092,0.024452102263577816,0.03721279684932112,0.031399303795033459,0.037434991177062886,0.03910712386633354,0.042016298018518423,0.035973887444995238,0.033984654897821494,0.034076495448421854,0.026699502114922249,0.016964747324429062,0.026957006848543377,0.026048608242513059,0.03293905503850833,0.021041711677995255,0.025361278311276689,0.017138771857781253,0.024231209803519123,0.038292398843778656,0.020929615049306884,0.016976747902074041,0.013830791240488929,0.012288171705213003,0.017740596655175935,0.017784962280231704,0.011970971825039544,0.013393050397735116,0.012162243444893771,0.0104533524305937,0.012856924063457589,0.035807020922752904
5108.T,0.26698757618023261,0.014910449866406239,0.02259319257975087,0.03158383628579315,0.029361037955342926,0.013091237245332172,0.012681411389095777,0.017554223548832543,0.014240242050322992,0.022179062214726139,0.025989708269517436,0.020787863161339667,0.026980809051477907,0.059794877793814004,0.036946783052348643,0.027365041428122638,0.028091326650730612,0.036522892244637416,0.035056297852064142,0.039867680213668426,0.02773978106303502,0.030871683342679462,0.021936281300126797,0.026460092339954278,0.031800321453772214,0.030042167877028219,0.028272533397994553,0.041128730199139645,0.032664030733131198,0.027991092027399578,0.031593078008365451,0.034385089737697903,0.037854209162384467,0.027419484780933388,0.024299946684213213,0.017803347575956537,0.011448853669656131,0.031504553974903406,0.027687361912065899,0.02631315472896624,0.027395627261448001,0.026375776155852172,0.023501572501590868,0.029245869401406388,0.030159019710505362,0.025065138641018548,0.0308629286685492,0.027833388562249883,0.014535270947550584,0.014761053069713606,0.028994719511267492
5401.T,0.52722798640987878,0.018054466281808623,0.033568155803388837,0.041429869993929273,0.032615278526519055,0.012333207418539292,0.02010044087517188,0.016616396868173317,0.012235434345907386,0.026369911552339927,0.020353847485068324,0.025617879230912802,0.024684670458295213,0.036946783052348643,0.12874295536277897,0.064700208768075709,0.036668066043652164,0.054790170318267953,0.033797289555374123,0.047891240093886914,0.035087113551236594,0.025009800464823984,0.021057762776393946,0.029936237323663531,0.028852304353210498,0.027334655731206525,0.022024477862346681,0.045830020770738576,0.033556390210903619,0.029318517382084495,0.05277273300209788,0.038407910945569751,0.048402194132183995,0.025867832453053841,0.030738423111467145,0.01486317497971224,0.0083584621880248254,0.054354295992093536,0.028385699053405728,0.043113853439713752,0.042168075230013279,0.041613466825931991,0.034597287827783235,0.037622647855858483,0.042486686243044129,0.034264266909886806,0.050229399728410014,0.043953916481827206,0.018250891909650051,0.014117552553720063,0.034404191748765064
5713.T,0.21769763275843504,0.01123547441564292,0.020342081328999933,0.039739646319855659,0.038486948355747168,0.020341581391383371,0.015853450403571657,0.022422394026840001,0.0060617951563036489,0.024839184367487208,0.020027395079078025,0.019095431675785056,0.021097297801178177,0.027365041428122638,0.064700208768075709,0.12143239460394668,0.040883896805330382,0.049532075498139962,0.034625152264577228,0.039325532549100158,0.028751825557880063,0.037723630676386212,0.022447814637354617,0.036146867884790858,0.039324499119685517,0.035080623149518264,0.030076472636407826,0.039566619257135199,0.03813209298999861,0.028211453244586626,0.046957968935069344,0.03255467162820213,0.037711384724498677,0.026018170903804171,0.019858178062227966,0.027649026659540769,0.016865576367022392,0.054626742474348601,0.036324455388730005,0.043032136861468548,0.033665201849038449,0.031046000300066372,0.026228874979699082,0.026917987677272145,0.031373293979994221,0.016477418239614232,0.023073718535970626,0.020445408922460301,0.012671056514187281,0.0085352663597357097,0.045380325463533842
6098.T,0.17361265886661625,0.011551089934776498,0.026577205684756616,0.033558407847279273,0.052614171740553849,0.043371914973631701,0.019622821612760199,0.04188847677021363,0.025707866597033696,0.046068343608956765,0.038847195890759446,0.037905028645276631,0.036502024173933327,0.028091326650730612,0.036668066043652164,0.040883896805330382,0.13050322406191145,0.037555351241862545,0.046330789857458109,0.041187858925162711,0.029914215001438382,0.053283439043560914,0.04468911788771044,0.054344987566640843,0.050666838050956176,0.05298128506357231,0.052549084757315997,0.047602750821974078,0.048930766471644238,0.031364529466744097,0.023479077254819652,0.038477016529730464,0.035228341159660025,0.048170112364555193,0.019839806470246558,0.039254925133679869,0.019066269497473535,0.035725517361359219,0.052888670041017202,0.02718851739007255,0.02453713717067087,0.022252605316554867,0.021054868240143951,0.023451080868305874,0.036643283347374163,0.028784740875796262,0.034151333587565114,0.032904822335810345,0.013835067077362363,0.013535686516045385,0.060804242295209303
6301.T,0.3003860917768979,0.019867297328662034,0.024765521828509975,0.040417104669498993,0.038085258811649932,0.0099838202407148673,0.018474588316406863,0.018757189556261385,0.016105897895725429,0.026622405117348789,0.025520719638348798,0.020517100272881457,0.024011889409072864,0.036522892244637416,0.054790170318267953,0.049532075498139962,0.037555351241862545,0.079142818326889131,0.040196559397361713,0.049049124197412267,0.034862423645176235,0.035997513266647338,0.027951994052615312,0.031885444502046861,0.033893858421382282,0.030180178642139437,0.030160037651710266,0.044630751403404563,0.042572482068989018,0.030634021600215743,0.05304442260020957,0.038104987673043808,0.043286659363897154,0.03063175838308875,0.026287246455042268,0.021969679443483787,0.012228129394440361,0.049368532904890426,0.03116365054364104,0.038871695801093967,0.037066515903154157,0.035451055464520508,0.030650030521367291,0.032445874779789129,0.036808417660391272,0.024009993421566036,0.031008262710685047,0.027961883200667382,0.016965570958294519,0.014410782524754319,0.035344203227704041
6367.T,0.18851315278160674,0.013112153554839447,0.01972540275588671,0.034943731546533657,0.046448745322291575,0.03421473949111456,0.014104007985828833,0.035903760828911065,0.025442938749351315,0.039343506579727322,0.036795262277295231,0.024180168994832361,0.037395988117683,0.035056297852064142,0.033797289555374123,0.034625152264577228,0.046330789857458109,0.040196559397361713,0.089436122800518159,0.039708986615854681,0.0342537751276112,0.056225622922233827,0.03541174321137288,0.048375811430308321,0.047322948105412106,0.052281225293262255,0.051699563743415729,0.045502646790422596,0.053012399138868065,0.032616882700670535,0.025444693142598927,0.032718321444875804,0.032308295332317979,0.042095924157806969,0.018257968768098536,0.035683507145899955,0.023078050324584785,0.032721115159258268,0.048890823749111439,0.028942418285874072,0.021457827056160898,0.020687423011079377,0.016814456707491741,0.026292029654632173,0.025359209626139693,0.015604183835897746,0.016389794480192947,0.015206080608761609,0.015521729075525601,0.015685227535432424,0.04367432398945964
6501.T,0.40860585560745116,0.019959381509778489,0.026578137737056032,0.039783500213955963,0.040602714129332231,0.020158852518223882,0.021998002245103846,0.026919092014859033,0.025811067058770273,0.03012051024275245,0.03177511463094182,0.025148362742075488,0.034493834776937092,0.039867680213668426,0.047891240093886914,0.039325532549100158,0.041187858925162711,0.049049124197412267,0.039708986615854681,0.088606740750520552,0.04124629764596692,0.042379218210395406,0.036430627996181915,0.042328456326635559,0.041129507075237402,0.040120376175825236,0.040088935509336759,0.047010463986878789,0.041317233906920908,0.035694907835623367,0.047595152294284682,0.038689153706606819,0.043338801545222141,0.036611151615012646,0.033438364773340126,0.021765729402394181,0.016734489969225091,0.044771949910462079,0.036246927877668061,0.036925840870686469,0.034472451055796521,0.032670372121364311,0.030200418653844818,0.035393985822602232,0.040162977266250628,0.032985741787465911,0.04149641608749588,0.037368427761524527,0.016562677711136418,0.015699843805744865,0.044260980357014666
6503.T,0.15451626356843207,0.01436669858881973,0.022101568647632106,0.030600376783976917,0.029281707950876736,0.018280764481571701,0.015752570246129916,0.020293926772578894,0.015529657063307169,0.024109438544726528,0.022473691564220698,0.018737649598633079,0.024452102263577816,0.02773978106303502,0.035087113551236594,0.028751825557880063,0.029914215001438382,0.034862423645176235,0.0342537751276112,0.04124629764596692,0.054692226698580912,0.035578998501951953,0.026765222157057199,0.027883379955943303,0.032261371673479117,0.032082195004012208,0.029056703609615289,0.03591604397070184,0.035292434492284669,0.028290322990169668,0.033490027138072538,0.028454597353776149,0.031505166490678846,0.025613784326276489,0.022231307940070461,0.020096062456958049,0.01101017883861616,0.031170437796092423,0.028898430583324711,0.026145887691703153,0.026327332431914596,0.025777221832199691,0.021535997122518989,0.027039477224850963,0.027730934964136526,0.020640106460776235,0.022524286405100197,0.020042539261315235,0.015354672531455203,0.013083138102697204,0.033327314286982941
6645.T,0.038415557930827807,0.012543434039172647,0.01840437833277583,0.031175532273086358,0.051268875414462942,0.037675660564243721,0.016713169438649624,0.037325084145606126,0.024674530522338246,0.038496629530100954,0.032378230760292649,0.027188651205259363,0.03721279684932112,0.030871683342679462,0.025009800464823984,0.037723630676386212,0.053283439043560914,0.035997513266647338,0.056225622922233827,0.042379218210395406,0.035578998501951953,0.086114733700872179,0.038898876929064408,0.049614071569975035,0.052260489762519638,0.058555473932241274,0.061419129364578502,0.043535910917864101,0.055118780619614366,0.035823949457537897,0.022675622460132206,0.031699931759442725,0.032278171707713653,0.040871190581348603,0.020812107380677406,0.038320750896989129,0.023219789282968549,0.031719908055508589,0.056320348044305919,0.025191847365130936,0.017897243848985202,0.017562752429440935,0.014180511549042915,0.022405962978260051,0.024312397820749971,0.016528848522974249,0.013374486938981049,0.012323960840685677,0.012815313815359899,0.012396217436793712,0.048177545865971283
6702.T,0.14116627267301801,0.0095548252332484911,0.01626102632446097,0.021313938427098184,0.035144499953269959,0.038731896682291107,0.019004667317298329,0.031194589796154668,0.023765289499068858,0.03099036592560301,0.030370495395101452,0.023803195956839638,0.031399303795033459,0.021936281300126797,0.021057762776393946,0.022447814637354617,0.04468911788771044,0.027951994052615312,0.03541174321137288,0.036430627996181915,0.026765222157057199,0.038898876929064408,0.091155220859709077,0.039446367096618334,0.036928940149754147,0.039491213373165517,0.042199473497083431,0.025885319424272572,0.034321085379506885,0.023261836448045692,0.015119946840068496,0.023582977452489079,0.020038722789147978,0.033864875346457199,0.014129815149575118,0.033136170791244306,0.026546458040875479,0.025805708233799254,0.042410799218153591,0.020934318331280132,0.014486368394111125,0.012248686489694419,0.010854850598577713,0.014421997178371462,0.021077755021794944,0.014227108474962117,0.013932627634369192,0.014329445994825328,0.012886650513402705,0.013366725211523399,0.045856311068141802
6758.T,0.19751849017483664,0.013667048104413257,0.016691589660444279,0.030872955543305838,0.045775806645119745,0.038940054587035207,0.01950745160903921,0.033119287872972442,0.025960214029955481,0.039765816922604301,0.035002205742844905,0.024657644086289954,0.037434991177062886,0.026460092339954278,0.029936237323663531,0.036146867884790858,0.054344987566640843,0.031885444502046861,0.048375811430308321,0.042328456326635559,0.027883379955943303,0.049614071569975035,0.039446367096618334,0.098721982544582726,0.054245511804195123,0.059043975940695534,0.049787713995761589,0.049471689074058411,0.043179754813498963,0.032716461324540182,0.021762285774730751,0.037533399601837339,0.034362342262695793,0.041977493516333952,0.0226263087314807,0.036164876634787534,0.029738636889794622,0.031585920325542895,0.056337473948541987,0.027515125118338587,0.021656841316123603,0.018777897330400913,0.017317929670942644,0.019641348001364262,0.025584612975217393,0.013884764647308664,0.020819797545465993,0.017834211144067923,0.014758779706379675,0.013196426419248888,0.055080083266701253
6762.T,0.15483970803190766,0.012249497665816528,0.018588227310344065,0.0306992211471947,0.050848134281968979,0.030771827121098674,0.01262653108300596,0.028858653462279886,0.016977473078658128,0.036520658016880571,0.030789187107303755,0.021910933624538394,0.03910712386633354,0.031800321453772214,0.028852304353210498,0.039324499119685517,0.050666838050956176,0.033893858421382282,0.047322948105412106,0.041129507075237402,0.032261371673479117,0.052260489762519638,0.036928940149754147,0.054245511804195123,0.10846572593126433,0.071792483576730445,0.051548478402386584,0.04959126286840574,0.049523113451468141,0.041775784394076663,0.024484598849690863,0.036096010331939564,0.036633148553687697,0.043177689056448143,0.022453128289374687,0.032753296196410771,0.02224480602063603,0.031412310373146436,0.067591186433797842,0.027325124919065066,0.020385643606773935,0.017909478114959989,0.014496182005427681,0.021166028588241226,0.023616431825491016,0.017067593203747136,0.019817598288514399,0.018929754438956455,0.011006525560215145,0.013760437505105846,0.060197634868116849
6857.T,0.51372527551831826,0.0088780466599492919,0.010103800773161522,0.02500249079413179,0.063443591085299206,0.041727028881461917,0.01103226515252631,0.03222900999221464,0.025353843996040747,0.037514904865049659,0.032199244039016917,0.025248912223590627,0.042016298018518423,0.030042167877028219,0.027334655731206525,0.035080623149518264,0.05298128506357231,0.030180178642139437,0.052281225293262255,0.040120376175825236,0.032082195004012208,0.058555473932241274,0.039491213373165517,0.059043975940695534,0.071792483576730445,0.16257997241291067,0.060945353722522057,0.044861053831280348,0.052127532547644198,0.03435041929652044,0.015528697725635645,0.030952137294342319,0.03186832489597112,0.039444858040365467,0.018454783339624147,0.034750850061975612,0.019369716890395818,0.032192183366803177,0.11232860544370961,0.026628526133175009,0.015009392318410792,0.013996720799447037,0.011387436240119413,0.018040977268162471,0.01954401686581813,0.010398340477989532,0.014531734591996547,0.013349742308047058,0.0066265100674686257,0.0090785907461686677,0.064851611581102031
6861.T,0.18197417934656077,0.012925478298415552,0.020183119149593587,0.028814725783830153,0.051649038645961987,0.04004852019095613,0.018593717693804409,0.035348690776078544,0.025883449719798137,0.038799928165872744,0.035352611323405385,0.022894365772280458,0.035973887444995238,0.028272533397994553,0.022024477862346681,0.030076472636407826,0.052549084757315997,0.030160037651710266,0.051699563743415729,0.040088935509336759,0.029056703609615289,0.061419129364578502,0.042199473497083431,0.049787713995761589,0.051548478402386584,0.060945353722522057,0.096289282820610875,0.041826328669518437,0.051125155660042804,0.031347065043764312,0.016205846837783006,0.029203832071438621,0.029167356528498639,0.040873079295423644,0.020448722493717993,0.035659016186288459,0.025516215405501346,0.028237150252956558,0.056767913615905816,0.021909308889189058,0.014780278323026962,0.015160217269714758,0.013039407969729513,0.016674461940652693,0.022556722675774545,0.014613735320316314,0.008077661398894655,0.012060813113219384,0.013129904772004484,0.012253439817534744,0.050309459800228787
6902.T,0.37486313756191164,0.018589779559657564,0.02354218642275174,0.04170976912323586,0.04213694634848552,0.022483260169662709,0.016634334943717195,0.023203498981591977,0.015704094887500287,0.031686342199535457,0.028426808916393494,0.020575369555549256,0.033984654897821494,0.041128730199139645,0.045830020770738576,0.039566619257135199,0.047602750821974078,0.044630751403404563,0.045502646790422596,0.047010463986878789,0.03591604397070184,0.043535910917864101,0.025885319424272572,0.049471689074058411,0.04959126286840574,0.044861053831280348,0.041826328669518437,0.091171584186978863,0.043728113620039095,0.033769905131939462,0.038739757799659033,0.054775702698663421,0.052077356392823203,0.041563785581953797,0.027538706048036016,0.026322584972454526,0.016214809944154671,0.041912603846087713,0.04410782582605114,0.035767696244722376,0.031808872040514281,0.029536499580387909,0.025413838993739696,0.032449994005522398,0.036338751061962916,0.022182592352406067,0.029954654712705687,0.026000407216251062,0.017708960773693654,0.014964411767742951,0.045160243181848615
6954.T,0.097716920761418885,0.013737467989190127,0.020896670298197587,0.035569612841096256,0.04694874156298455,0.028425007904429072,0.014450347079913006,0.029848984672336272,0.02000276887172368,0.038959025497723898,0.030528262596067033,0.022035506474765317,0.034076495448421854,0.032664030733131198,0.033556390210903619,0.03813209298999861,0.048930766471644238,0.042572482068989018,0.053012399138868065,0.041317233906920908,0.035292434492284669,0.055118780619614366,0.034321085379506885,0.043179754813498963,0.049523113451468141,0.052127532547644198,0.051125155660042804,0.043728113620039095,0.08990038010881643,0.032612311762496404,0.029359693222219527,0.030915916140623546,0.036250061204921302,0.039959941620985234,0.02468216756820539,0.030205395997250445,0.017650579125620961,0.032824978329170973,0.047379702911374652,0.026537090929882594,0.025500358541224611,0.02425969062150439,0.019816880999207011,0.025359628649727888,0.030364294212970714,0.01621929324265569,0.022202845654355916,0.018878317981228215,0.014566740227892472,0.01611743409758825,0.043332777476255344
